"FOOD_CODE","CG_SUBGROUP","NUMBER"
"52302020","O","1"
"52302100","13B","1"
"52302100","15","1"
"52302100","1A","1"
"52302100","36","3"
"52302100","70","1"
"52302100","O","1"
"52302500","15","1"
"52302500","19B","2"
"52302500","1A","1"
"52302500","1CD","1"
"52302500","20A","1"
"52302500","20C","1"
"52302500","36","3"
"52302500","6","1"
"52302500","70","1"
"52302500","O","2"
"52302600","15","1"
"52302600","19B","2"
"52302600","1A","1"
"52302600","1CD","1"
"52302600","20A","1"
"52302600","20C","1"
"52302600","36","3"
"52302600","6","1"
"52302600","70","1"
"52302600","O","2"
"52302610","15","1"
"52302610","1A","1"
"52302610","20A","1"
"52302610","36","3"
"52302610","6","1"
"52302610","70","1"
"52302610","O","2"
"52303010","15","1"
"52303010","1A","1"
"52303010","20A","1"
"52303010","20C","1"
"52303010","36","3"
"52303010","6","1"
"52303010","70","1"
"52303010","O","1"
"52303500","15","2"
"52303500","1A","1"
"52303500","20A","1"
"52303500","20C","1"
"52303500","36","3"
"52303500","6","1"
"52303500","70","1"
"52303500","O","1"
"52304010","13DF","1"
"52304010","15","3"
"52304010","1A","1"
"52304010","20A","1"
"52304010","20C","1"
"52304010","6","1"
"52304010","70","1"
"52304010","O","1"
"52304040","15","2"
"52304040","1A","1"
"52304040","20A","1"
"52304040","20C","1"
"52304040","24B","1"
"52304040","36","3"
"52304040","6","1"
"52304040","70","1"
"52304040","O","1"
"52304060","11","1"
"52304060","15","2"
"52304060","19B","2"
"52304060","1A","1"
"52304060","1CD","1"
"52304060","36","3"
"52304060","70","1"
"52304060","O","1"
"52304100","15","2"
"52304100","1A","1"
"52304100","20A","1"
"52304100","20C","1"
"52304100","36","3"
"52304100","6","1"
"52304100","70","1"
"52304100","O","1"
"52304150","11","1"
"52304150","15","2"
"52304150","19B","1"
"52304150","1A","1"
"52304150","20A","1"
"52304150","20C","1"
"52304150","6","1"
"52304150","O","1"
"52304200","11","1"
"52304200","13DF","1"
"52304200","14","1"
"52304200","15","2"
"52304200","19B","1"
"52304200","1A","1"
"52304200","20A","1"
"52304200","20C","1"
"52304200","6","1"
"52304200","O","1"
"52306010","15","1"
"52306010","19B","2"
"52306010","1A","1"
"52306010","1CD","1"
"52306010","20A","1"
"52306010","20C","1"
"52306010","36","3"
"52306010","6","1"
"52306010","70","1"
"52306010","O","1"
"52306300","15","1"
"52306300","19B","2"
"52306300","1A","1"
"52306300","1CD","1"
"52306300","20A","1"
"52306300","20C","1"
"52306300","36","3"
"52306300","6","1"
"52306300","70","1"
"52306300","O","1"
"52306500","13DF","1"
"52306500","14","1"
"52306500","15","1"
"52306500","19B","2"
"52306500","1A","1"
"52306500","20A","1"
"52306500","20C","1"
"52306500","6","1"
"52306500","70","1"
"52306500","86B","1"
"52306500","9B","1"
"52306500","O","1"
"52306550","15","1"
"52306550","19B","2"
"52306550","1A","1"
"52306550","20A","1"
"52306550","20C","1"
"52306550","6","1"
"52306550","70","1"
"52306550","9B","1"
"52306550","O","1"
"52306700","13DF","1"
"52306700","14","1"
"52306700","15","1"
"52306700","19B","1"
"52306700","1A","1"
"52306700","1AB","1"
"52306700","20A","1"
"52306700","20C","1"
"52306700","36","3"
"52306700","6","1"
"52306700","70","1"
"52306700","O","1"
"52307020","14","1"
"52307020","15","6"
"52307020","1A","1"
"52307020","20A","1"
"52307020","20C","1"
"52307020","36","3"
"52307020","6","1"
"52307020","70","1"
"52307020","O","1"
"52307120","13DF","1"
"52307120","15","6"
"52307120","1A","1"
"52307120","20A","1"
"52307120","36","3"
"52307120","6","1"
"52307120","70","1"
"52307120","O","1"
"52308010","15","2"
"52308010","19B","1"
"52308010","1A","1"
"52308010","20A","1"
"52308010","20B","2"
"52308010","20C","1"
"52308010","6","1"
"52308010","70","1"
"52308010","86B","1"
"52308010","O","1"
"52308020","15","2"
"52308020","20A","1"
"52308020","20B","2"
"52308020","20C","1"
"52308020","6","1"
"52308020","70","1"
"52308020","86B","1"
"52311010","15","1"
"52311010","20A","1"
"52311010","20C","1"
"52311010","36","3"
"52311010","6","1"
"52311010","70","1"
"52320110","11","1"
"52320110","13B","1"
"52320110","15","2"
"52320110","19B","2"
"52320110","1CD","1"
"52320110","20A","1"
"52320110","20C","1"
"52320110","6","1"
"52320110","70","1"
"52403000","14","1"
"52403000","15","1"
"52403000","1A","1"
"52403000","36","3"
"52403000","70","1"
"52403000","O","1"
"52404060","13DF","1"
"52404060","14","2"
"52404060","15","1"
"52404060","19B","2"
"52404060","1A","1"
"52404060","1AB","1"
"52404060","70","1"
"52404060","86B","1"
"52404060","9B","1"
"52404060","O","1"
"52405010","15","1"
"52405010","1A","1"
"52405010","20A","1"
"52405010","20C","1"
"52405010","24B","1"
"52405010","36","3"
"52405010","6","1"
"52405010","70","1"
"52405010","O","1"
"52405100","10B","1"
"52405100","14","1"
"52405100","15","1"
"52405100","1A","1"
"52405100","20A","1"
"52405100","20C","1"
"52405100","24B","1"
"52405100","6","1"
"52405100","70","1"
"52405100","O","1"
"52406010","14","1"
"52406010","15","1"
"52406010","1A","1"
"52406010","20A","1"
"52406010","20C","1"
"52406010","36","3"
"52406010","6","1"
"52406010","70","1"
"52406010","O","1"
"52407000","15","1"
"52407000","19B","2"
"52407000","1A","1"
"52407000","20A","1"
"52407000","20C","1"
"52407000","6","1"
"52407000","70","1"
"52407000","9B","1"
"52407000","O","1"
"52408000","13DF","1"
"52408000","15","1"
"52408000","19B","1"
"52408000","1A","1"
"52408000","20A","1"
"52408000","20C","1"
"52408000","36","3"
"52408000","6","1"
"52408000","70","1"
"52408000","O","1"
"53100050","15","2"
"53100050","1A","1"
"53100050","20C","1"
"53100050","36","3"
"53100050","6","2"
"53100050","70","1"
"53100050","86B","1"
"53100050","O","3"
"53100070","15","1"
"53100070","1A","1"
"53100070","20C","1"
"53100070","36","3"
"53100070","6","1"
"53100070","70","1"
"53100070","86B","1"
"53100070","O","1"
"53100100","15","1"
"53100100","19B","1"
"53100100","1A","1"
"53100100","20C","1"
"53100100","36","3"
"53100100","6","1"
"53100100","70","1"
"53100100","O","1"
"53101000","15","1"
"53101000","1A","1"
"53101000","70","1"
"53101000","86B","1"
"53101000","O","1"
"53101100","15","1"
"53101100","1A","1"
"53101100","70","1"
"53101100","86B","1"
"53101100","O","1"
"53101200","15","1"
"53101200","19B","1"
"53101200","1A","1"
"53101200","70","1"
"53101200","86B","1"
"53101200","O","1"
"53101250","13G","1"
"53101250","15","2"
"53101250","19B","1"
"53101250","1A","1"
"53101250","31","1"
"53101250","34","1"
"53101250","36","3"
"53101250","6","1"
"53101250","70","1"
"53101250","86B","1"
"53101250","O","2"
"53101300","15","1"
"53101300","1A","1"
"53101300","70","1"
"53101300","86B","1"
"53101300","O","2"
"53102000","11","1"
"53102000","13DF","1"
"53102000","15","3"
"53102000","19B","2"
"53102000","1A","1"
"53102000","1CD","1"
"53102000","20A","1"
"53102000","20B","2"
"53102000","20C","1"
"53102000","36","3"
"53102000","6","1"
"53102000","70","1"
"53102000","O","1"
"53102100","11","1"
"53102100","13DF","1"
"53102100","15","2"
"53102100","19B","2"
"53102100","1A","1"
"53102100","20C","1"
"53102100","6","1"
"53102100","70","1"
"53102100","O","1"
"53102200","11","1"
"53102200","13DF","1"
"53102200","15","3"
"53102200","19B","2"
"53102200","1A","1"
"53102200","20A","1"
"53102200","20B","2"
"53102200","20C","1"
"53102200","36","3"
"53102200","6","1"
"53102200","70","1"
"53102200","O","1"
"53102300","11","1"
"53102300","13DF","1"
"53102300","15","2"
"53102300","19B","2"
"53102300","1A","1"
"53102300","20C","1"
"53102300","6","1"
"53102300","70","1"
"53102300","O","1"
"53102500","15","1"
"53102500","19B","1"
"53102500","1A","1"
"53102500","20C","1"
"53102500","24B","1"
"53102500","36","3"
"53102500","6","1"
"53102500","70","2"
"53102500","86B","1"
"53102500","O","1"
"53102600","15","2"
"53102600","19B","1"
"53102600","1A","1"
"53102600","20A","1"
"53102600","20B","2"
"53102600","20C","1"
"53102600","24B","1"
"53102600","36","3"
"53102600","6","1"
"53102600","70","1"
"53102600","O","1"
"53102700","15","1"
"53102700","19B","1"
"53102700","1A","1"
"53102700","20C","1"
"53102700","24B","1"
"53102700","36","3"
"53102700","6","1"
"53102700","70","2"
"53102700","86B","1"
"53102700","O","1"
"53102800","12A","1"
"53102800","15","4"
"53102800","1A","1"
"53102800","20A","1"
"53102800","20B","2"
"53102800","20C","1"
"53102800","31","1"
"53102800","34","1"
"53102800","36","3"
"53102800","6","1"
"53102800","70","1"
"53102800","O","3"
"53103000","15","3"
"53103000","1A","1"
"53103000","20C","1"
"53103000","36","3"
"53103000","6","1"
"53103000","70","1"
"53103000","O","2"
"53103550","15","3"
"53103550","1A","1"
"53103550","20C","1"
"53103550","36","3"
"53103550","6","1"
"53103550","70","1"
"53103550","86B","1"
"53103550","O","1"
"53103600","15","4"
"53103600","19B","1"
"53103600","1A","1"
"53103600","20A","1"
"53103600","20B","2"
"53103600","20C","1"
"53103600","36","3"
"53103600","6","1"
"53103600","70","1"
"53103600","86B","1"
"53103600","O","2"
"53104000","15","1"
"53104000","19B","2"
"53104000","1A","1"
"53104000","1AB","1"
"53104000","20A","1"
"53104000","20C","1"
"53104000","36","3"
"53104000","6","1"
"53104000","70","1"
"53104000","O","1"
"53104100","15","1"
"53104100","19B","2"
"53104100","1A","1"
"53104100","1AB","1"
"53104100","20A","1"
"53104100","20C","1"
"53104100","6","1"
"53104100","70","1"
"53104100","O","1"
"53104260","15","1"
"53104260","19B","2"
"53104260","1A","1"
"53104260","1AB","1"
"53104260","20A","1"
"53104260","20C","1"
"53104260","36","3"
"53104260","6","1"
"53104260","70","1"
"53104260","O","1"
"53104300","10A","2"
"53104300","10B","2"
"53104300","10C","1"
"53104300","13DF","1"
"53104300","15","2"
"53104300","19B","2"
"53104300","1A","1"
"53104300","1AB","1"
"53104300","1CD","1"
"53104300","20C","1"
"53104300","24C","2"
"53104300","36","3"
"53104300","6","1"
"53104300","70","1"
"53104300","O","1"
"53104400","14","1"
"53104400","15","2"
"53104400","19B","1"
"53104400","1A","1"
"53104400","20A","1"
"53104400","36","3"
"53104400","6","1"
"53104400","70","1"
"53104400","86B","1"
"53104400","O","1"
"53104500","10B","1"
"53104500","15","4"
"53104500","19B","1"
"53104500","1A","1"
"53104500","20A","1"
"53104500","20B","2"
"53104500","20C","1"
"53104500","36","3"
"53104500","6","1"
"53104500","70","1"
"53104500","O","2"
"53104520","15","4"
"53104520","19B","1"
"53104520","1A","1"
"53104520","20A","1"
"53104520","20C","1"
"53104520","36","3"
"53104520","6","1"
"53104520","70","1"
"53104520","O","2"
"53104550","10B","1"
"53104550","12A","1"
"53104550","15","5"
"53104550","19B","1"
"53104550","1A","1"
"53104550","20A","1"
"53104550","20B","2"
"53104550","20C","1"
"53104550","36","3"
"53104550","6","1"
"53104550","70","1"
"53104550","O","2"
"53104570","13G","1"
"53104570","15","5"
"53104570","19B","1"
"53104570","1A","1"
"53104570","20A","1"
"53104570","20B","2"
"53104570","20C","1"
"53104570","36","3"
"53104570","6","1"
"53104570","70","1"
"53104570","O","2"
"53104580","13G","1"
"53104580","15","5"
"53104580","19B","1"
"53104580","1A","1"
"53104580","20A","1"
"53104580","20B","2"
"53104580","20C","1"
"53104580","36","3"
"53104580","6","1"
"53104580","70","1"
"53104580","O","2"
"53104600","15","2"
"53104600","19B","1"
"53104600","1A","1"
"53104600","20A","1"
"53104600","20B","2"
"53104600","20C","1"
"53104600","36","3"
"53104600","6","1"
"53104600","70","1"
"53104600","O","2"
"53104650","15","1"
"53104650","19B","1"
"53104650","1A","1"
"53104650","36","3"
"53104650","70","1"
"53104650","O","2"
"53104950","15","5"
"53104950","19B","2"
"53104950","1A","1"
"53104950","1C","1"
"53104950","1CD","1"
"53104950","20A","1"
"53104950","20B","2"
"53104950","20C","1"
"53104950","36","3"
"53104950","6","1"
"53104950","86B","2"
"53104950","O","3"
"53105000","15","2"
"53105000","19B","1"
"53105000","1A","1"
"53105000","20C","1"
"53105000","36","3"
"53105000","6","2"
"53105000","70","1"
"53105000","86B","1"
"53105000","O","2"
"53105050","15","2"
"53105050","19B","1"
"53105050","1A","1"
"53105050","20A","1"
"53105050","20B","2"
"53105050","20C","1"
"53105050","36","3"
"53105050","6","1"
"53105050","70","1"
"53105050","O","3"
"53105100","15","2"
"53105100","1A","1"
"53105100","20C","1"
"53105100","6","2"
"53105100","70","1"
"53105100","86B","1"
"53105100","O","2"
"53105160","15","1"
"53105160","19B","1"
"53105160","1A","1"
"53105160","20A","1"
"53105160","20C","1"
"53105160","36","3"
"53105160","6","1"
"53105160","70","1"
"53105160","O","2"
"53105200","15","3"
"53105200","19B","1"
"53105200","1A","1"
"53105200","20A","1"
"53105200","20B","2"
"53105200","20C","1"
"53105200","36","3"
"53105200","6","2"
"53105200","70","1"
"53105200","86B","1"
"53105200","O","2"
"53105260","15","2"
"53105260","19B","1"
"53105260","1A","1"
"53105260","20A","1"
"53105260","20B","2"
"53105260","20C","1"
"53105260","36","3"
"53105260","6","1"
"53105260","70","1"
"53105260","O","3"
"53105300","14","2"
"53105300","15","3"
"53105300","1A","1"
"53105300","20A","1"
"53105300","20C","1"
"53105300","6","1"
"53105300","70","1"
"53105300","86B","1"
"53105300","O","2"
"53105500","11","1"
"53105500","15","4"
"53105500","20A","1"
"53105500","20B","2"
"53105500","20C","1"
"53105500","36","3"
"53105500","6","1"
"53105500","70","1"
"53105500","O","1"
"53105600","15","3"
"53105600","1A","1"
"53105600","20C","1"
"53105600","36","3"
"53105600","6","1"
"53105600","70","1"
"53105600","86B","1"
"53105600","O","2"
"53105700","15","3"
"53105700","19B","1"
"53105700","1A","1"
"53105700","20A","1"
"53105700","20B","2"
"53105700","20C","1"
"53105700","36","3"
"53105700","6","1"
"53105700","70","1"
"53105700","86B","1"
"53105700","O","2"
"53105750","15","3"
"53105750","1A","1"
"53105750","20A","1"
"53105750","20B","2"
"53105750","20C","1"
"53105750","36","3"
"53105750","6","1"
"53105750","70","1"
"53105750","86B","1"
"53105750","O","2"
"53105900","15","3"
"53105900","19B","1"
"53105900","1A","1"
"53105900","20A","1"
"53105900","20B","2"
"53105900","20C","1"
"53105900","36","3"
"53105900","6","1"
"53105900","70","1"
"53105900","86B","1"
"53105900","O","2"
"53106000","15","3"
"53106000","1A","1"
"53106000","20A","1"
"53106000","20B","2"
"53106000","20C","1"
"53106000","36","3"
"53106000","6","1"
"53106000","70","1"
"53106000","86B","1"
"53106000","O","2"
"53106050","15","3"
"53106050","19B","1"
"53106050","1A","1"
"53106050","20A","1"
"53106050","20B","2"
"53106050","20C","1"
"53106050","36","3"
"53106050","6","1"
"53106050","70","1"
"53106050","86B","1"
"53106050","O","2"
"53106500","15","1"
"53106500","19B","1"
"53106500","1A","1"
"53106500","36","3"
"53106500","70","1"
"53106500","O","1"
"53107000","15","2"
"53107000","19B","1"
"53107000","1A","1"
"53107000","20A","1"
"53107000","20B","2"
"53107000","20C","1"
"53107000","36","3"
"53107000","6","1"
"53107000","70","1"
"53107000","O","2"
"53107100","15","1"
"53107100","1A","1"
"53107100","20A","1"
"53107100","20C","1"
"53107100","36","3"
"53107100","6","1"
"53107100","70","1"
"53107100","86B","1"
"53107100","O","1"
"53107200","15","2"
"53107200","19B","1"
"53107200","1A","1"
"53107200","20A","1"
"53107200","20B","2"
"53107200","20C","1"
"53107200","36","3"
"53107200","6","1"
"53107200","70","1"
"53107200","86B","1"
"53107200","O","2"
"53108000","15","3"
"53108000","19B","1"
"53108000","1A","1"
"53108000","20A","1"
"53108000","20B","2"
"53108000","20C","1"
"53108000","36","3"
"53108000","6","1"
"53108000","70","1"
"53108000","86B","1"
"53108000","O","2"
"53108100","15","2"
"53108100","19B","1"
"53108100","1A","1"
"53108100","20C","1"
"53108100","36","3"
"53108100","6","1"
"53108100","70","1"
"53108100","86B","1"
"53108100","O","2"
"53108200","15","3"
"53108200","1A","1"
"53108200","20A","1"
"53108200","20C","1"
"53108200","31","1"
"53108200","36","3"
"53108200","6","1"
"53108200","70","1"
"53108200","O","2"
"53109000","15","2"
"53109000","19B","1"
"53109000","1A","1"
"53109000","20A","1"
"53109000","20B","2"
"53109000","20C","1"
"53109000","36","3"
"53109000","6","1"
"53109000","70","1"
"53109000","86B","1"
"53109000","O","2"
"53109100","15","1"
"53109100","1A","1"
"53109100","20C","1"
"53109100","36","3"
"53109100","6","1"
"53109100","70","1"
"53109100","86B","1"
"53109100","O","1"
"53109200","15","3"
"53109200","1A","1"
"53109200","20A","1"
"53109200","20C","1"
"53109200","31","1"
"53109200","36","3"
"53109200","6","1"
"53109200","70","1"
"53109200","O","1"
"53109210","15","2"
"53109210","1A","1"
"53109210","20C","1"
"53109210","36","3"
"53109210","6","1"
"53109210","70","1"
"53109210","O","1"
"53109250","13G","1"
"53109250","14","1"
"53109250","15","2"
"53109250","1A","1"
"53109250","20C","1"
"53109250","36","3"
"53109250","6","1"
"53109250","70","1"
"53109250","O","1"
"53109270","13A","1"
"53109270","15","2"
"53109270","1A","1"
"53109270","36","3"
"53109270","6","1"
"53109270","70","1"
"53109270","O","2"
"53109300","15","2"
"53109300","19B","1"
"53109300","1A","1"
"53109300","20A","1"
"53109300","20B","2"
"53109300","20C","1"
"53109300","36","3"
"53109300","6","1"
"53109300","70","1"
"53109300","86B","1"
"53109300","O","2"
"53110000","10A","1"
"53110000","12A","1"
"53110000","13DF","1"
"53110000","14","3"
"53110000","15","2"
"53110000","1A","1"
"53110000","6","1"
"53110000","70","2"
"53110000","O","1"
"53110100","10A","1"
"53110100","13DF","1"
"53110100","15","2"
"53110100","19B","2"
"53110100","1A","2"
"53110100","20C","1"
"53110100","23C","1"
"53110100","31","2"
"53110100","36","3"
"53110100","6","2"
"53110100","70","1"
"53110100","O","2"
"53111000","15","1"
"53111000","19B","2"
"53111000","1A","1"
"53111000","1CD","1"
"53111000","20C","1"
"53111000","6","2"
"53111000","70","1"
"53111000","86B","1"
"53111000","O","1"
"53111500","15","4"
"53111500","19B","1"
"53111500","1A","1"
"53111500","20A","1"
"53111500","20B","2"
"53111500","20C","1"
"53111500","36","4"
"53111500","6","1"
"53111500","70","1"
"53111500","O","2"
"53112000","12A","1"
"53112000","12B","1"
"53112000","13A","1"
"53112000","13B","1"
"53112000","13G","1"
"53112000","15","2"
"53112000","19B","1"
"53112000","1A","1"
"53112000","20C","1"
"53112000","24B","1"
"53112000","36","3"
"53112000","6","1"
"53112000","70","1"
"53112000","O","2"
"53112100","12A","1"
"53112100","12B","1"
"53112100","13A","1"
"53112100","13B","1"
"53112100","13G","1"
"53112100","15","2"
"53112100","19B","1"
"53112100","1A","1"
"53112100","20C","1"
"53112100","24B","1"
"53112100","36","3"
"53112100","6","1"
"53112100","70","1"
