"FOOD_CODE","CG_SUBGROUP","NUMBER"
"27415120","3B","1"
"27415120","6","3"
"27415120","O","2"
"27415150","15","2"
"27415150","20A","1"
"27415150","20B","2"
"27415150","20C","1"
"27415150","21","1"
"27415150","22B","1"
"27415150","31","2"
"27415150","36","3"
"27415150","3A","3"
"27415150","6","3"
"27415150","6C","1"
"27415150","86B","1"
"27415150","8B","1"
"27415170","13DF","1"
"27415170","15","2"
"27415170","19B","1"
"27415170","1A","1"
"27415170","20A","1"
"27415170","31","2"
"27415170","3A","2"
"27415170","3B","1"
"27415170","40","3"
"27415170","6","2"
"27415170","70","1"
"27415170","86B","2"
"27415170","8BC","2"
"27415170","O","6"
"27415200","15","5"
"27415200","1A","2"
"27415200","20A","2"
"27415200","20B","2"
"27415200","20C","1"
"27415200","23A","2"
"27415200","31","4"
"27415200","3A","4"
"27415200","3B","2"
"27415200","6","5"
"27415200","6A","2"
"27415200","86B","2"
"27415200","O","3"
"27415220","13DF","1"
"27415220","15","2"
"27415220","1A","1"
"27415220","20A","2"
"27415220","20B","2"
"27415220","20C","1"
"27415220","23A","1"
"27415220","31","2"
"27415220","3A","1"
"27415220","3B","1"
"27415220","6","3"
"27415220","6B","1"
"27415220","O","2"
"27416150","15","11"
"27416150","1CD","5"
"27416150","20A","3"
"27416150","20B","2"
"27416150","20C","1"
"27416150","22B","5"
"27416150","23A","1"
"27416150","31","10"
"27416150","36","6"
"27416150","3B","5"
"27416150","6","7"
"27416150","86B","5"
"27416150","8B","5"
"27416150","O","1"
"27416200","31","6"
"27416200","3A","2"
"27416200","70","2"
"27416250","10B","1"
"27416250","13DF","1"
"27416250","15","11"
"27416250","19B","3"
"27416250","1A","5"
"27416250","1C","3"
"27416250","1CD","3"
"27416250","20A","1"
"27416250","22B","5"
"27416250","31","9"
"27416250","34","1"
"27416250","35","1"
"27416250","36","3"
"27416250","3A","2"
"27416250","6","5"
"27416250","70","6"
"27416250","8BC","3"
"27416250","O","10"
"27416300","15","1"
"27416300","19A","1"
"27416300","19B","1"
"27416300","31","3"
"27416300","36","3"
"27416300","3A","2"
"27416300","4A","1"
"27416300","8A","2"
"27416300","8BC","2"
"27416300","O","1"
"27416400","15","2"
"27416400","1A","1"
"27416400","20A","1"
"27416400","20B","2"
"27416400","20C","1"
"27416400","21","1"
"27416400","22B","1"
"27416400","31","5"
"27416400","36","3"
"27416400","3A","1"
"27416400","6","2"
"27416400","70","2"
"27416400","86B","2"
"27416400","O","1"
"27416450","15","1"
"27416450","1AB","1"
"27416450","22B","1"
"27416450","31","2"
"27416450","3A","1"
"27416450","86B","1"
"27416500","15","1"
"27416500","22B","1"
"27416500","31","2"
"27416500","3A","1"
"27416500","6B","1"
"27416500","86B","1"
"27418110","15","1"
"27418110","20A","2"
"27418110","20B","2"
"27418110","20C","1"
"27418110","23A","1"
"27418110","31","2"
"27418110","34","2"
"27418110","35","2"
"27418110","3A","2"
"27418110","6","1"
"27418110","8A","1"
"27418110","8B","1"
"27418110","O","1"
"27418210","15","1"
"27418210","19B","1"
"27418210","1AB","1"
"27418210","20A","2"
"27418210","20B","2"
"27418210","20C","1"
"27418210","23A","1"
"27418210","31","2"
"27418210","3A","2"
"27418210","6","1"
"27418210","6B","1"
"27418210","86B","2"
"27418210","8A","2"
"27418210","8B","1"
"27418210","O","1"
"27418310","15","1"
"27418310","19A","1"
"27418310","19B","3"
"27418310","1CD","1"
"27418310","20A","2"
"27418310","20B","2"
"27418310","20C","1"
"27418310","23A","1"
"27418310","31","2"
"27418310","3A","1"
"27418310","4A","1"
"27418310","6","1"
"27418310","86B","1"
"27418310","8A","1"
"27418310","8BC","1"
"27418310","O","1"
"27418410","15","1"
"27418410","19B","1"
"27418410","20A","2"
"27418410","20B","2"
"27418410","20C","1"
"27418410","23A","1"
"27418410","31","2"
"27418410","3A","2"
"27418410","6","1"
"27418410","O","2"
"27420010","34","2"
"27420010","5","1"
"27420020","10B","5"
"27420020","13DF","1"
"27420020","15","38"
"27420020","19B","5"
"27420020","1A","10"
"27420020","1C","10"
"27420020","1CD","11"
"27420020","20A","1"
"27420020","20C","1"
"27420020","22B","10"
"27420020","34","20"
"27420020","36","3"
"27420020","3A","4"
"27420020","6","10"
"27420020","70","9"
"27420020","8A","1"
"27420020","8BC","3"
"27420020","O","28"
"27420040","19A","2"
"27420040","19B","6"
"27420040","1A","2"
"27420040","1CD","2"
"27420040","22B","2"
"27420040","31","6"
"27420040","34","4"
"27420040","36","6"
"27420040","3A","4"
"27420040","4A","2"
"27420040","5","2"
"27420040","6C","2"
"27420040","70","2"
"27420040","8BC","2"
"27420040","O","4"
"27420060","15","1"
"27420060","1AB","1"
"27420060","34","2"
"27420060","6A","1"
"27420060","6B","2"
"27420080","15","4"
"27420080","1A","1"
"27420080","1C","1"
"27420080","1CD","1"
"27420080","34","2"
"27420080","4B","2"
"27420080","O","2"
"27420100","13DF","2"
"27420100","15","3"
"27420100","1A","2"
"27420100","1AB","2"
"27420100","20A","2"
"27420100","20B","2"
"27420100","20C","1"
"27420100","23A","1"
"27420100","34","4"
"27420100","3A","2"
"27420100","3B","2"
"27420100","6","6"
"27420100","O","3"
"27420110","15","1"
"27420110","1AB","1"
"27420110","34","2"
"27420110","6A","1"
"27420110","6B","2"
"27420150","13DF","1"
"27420150","15","2"
"27420150","1A","1"
"27420150","20A","1"
"27420150","34","2"
"27420150","3A","1"
"27420150","3B","1"
"27420150","6","1"
"27420150","86B","1"
"27420150","8BC","1"
"27420150","O","4"
"27420160","13DF","1"
"27420160","15","3"
"27420160","1A","1"
"27420160","20A","2"
"27420160","20B","2"
"27420160","20C","1"
"27420160","21","1"
"27420160","23A","1"
"27420160","34","2"
"27420160","3B","1"
"27420160","5","1"
"27420160","6","2"
"27420160","70","1"
"27420160","O","2"
"27420170","15","3"
"27420170","1A","1"
"27420170","20A","2"
"27420170","20B","2"
"27420170","20C","1"
"27420170","23A","1"
"27420170","34","2"
"27420170","3B","1"
"27420170","6","2"
"27420170","86B","1"
"27420170","O","2"
"27420200","15","2"
"27420200","20A","2"
"27420200","20B","2"
"27420200","20C","1"
"27420200","21","1"
"27420200","23A","1"
"27420200","34","2"
"27420200","3B","1"
"27420200","5","1"
"27420200","6","2"
"27420200","80","1"
"27420200","O","2"
"27420250","15","1"
"27420250","1AB","1"
"27420250","34","2"
"27420250","6A","1"
"27420250","6B","2"
"27420270","34","2"
"27420270","5","1"
"27420270","6A","1"
"27420350","34","2"
"27420350","3A","1"
"27420350","6B","1"
"27420370","13DF","1"
"27420370","15","2"
"27420370","1A","1"
"27420370","20A","2"
"27420370","20B","2"
"27420370","20C","1"
"27420370","23A","1"
"27420370","34","2"
"27420370","3A","1"
"27420370","3B","1"
"27420370","6","3"
"27420370","6B","1"
"27420370","O","2"
"27420390","15","3"
"27420390","20A","1"
"27420390","20B","2"
"27420390","20C","1"
"27420390","21","2"
"27420390","22B","2"
"27420390","31","2"
"27420390","34","4"
"27420390","36","3"
"27420390","3A","6"
"27420390","6","5"
"27420390","6C","2"
"27420390","86B","2"
"27420390","8B","2"
"27420400","15","1"
"27420400","1AB","2"
"27420400","20A","2"
"27420400","20B","2"
"27420400","20C","1"
"27420400","23A","1"
"27420400","34","4"
"27420400","3A","2"
"27420400","6","1"
"27420400","8A","3"
"27420400","O","1"
"27420410","15","2"
"27420410","20A","4"
"27420410","20B","4"
"27420410","20C","2"
"27420410","23A","2"
"27420410","34","4"
"27420410","3A","2"
"27420410","6","2"
"27420410","8A","4"
"27420410","8B","2"
"27420410","O","2"
"27420450","15","4"
"27420450","19A","1"
"27420450","19B","4"
"27420450","1A","1"
"27420450","1AB","1"
"27420450","1C","1"
"27420450","1CD","2"
"27420450","22B","2"
"27420450","34","4"
"27420450","36","3"
"27420450","3A","3"
"27420450","4A","1"
"27420450","6C","1"
"27420450","70","1"
"27420450","8A","1"
"27420450","8BC","1"
"27420450","O","1"
"27420460","15","4"
"27420460","19A","1"
"27420460","19B","3"
"27420460","1A","1"
"27420460","1C","1"
"27420460","1CD","2"
"27420460","22B","1"
"27420460","34","4"
"27420460","36","3"
"27420460","3A","3"
"27420460","4A","1"
"27420460","6C","1"
"27420460","70","1"
"27420460","8A","1"
"27420460","8B","1"
"27420460","8BC","1"
"27420460","O","3"
"27420470","15","1"
"27420470","19A","4"
"27420470","19B","3"
"27420470","1CD","1"
"27420470","22B","1"
"27420470","34","4"
"27420470","3A","2"
"27420470","4A","1"
"27420470","6C","1"
"27420470","70","1"
"27420470","8B","1"
"27420470","8BC","1"
"27420470","O","1"
"27420500","15","3"
"27420500","1A","1"
"27420500","1AB","1"
"27420500","20A","2"
"27420500","20B","2"
"27420500","20C","1"
"27420500","22B","1"
"27420500","23A","1"
"27420500","34","2"
"27420500","3A","3"
"27420500","3B","1"
"27420500","6","3"
"27420500","86B","1"
"27420500","O","2"
"27420510","15","7"
"27420510","1A","3"
"27420510","20A","2"
"27420510","20B","2"
"27420510","20C","1"
"27420510","23A","2"
"27420510","31","4"
"27420510","34","6"
"27420510","3A","6"
"27420510","3B","3"
"27420510","6","7"
"27420510","6A","3"
"27420510","86B","3"
"27420510","O","5"
"27420520","34","2"
"27420520","3A","1"
"27420520","8A","1"
"27420520","8B","1"
"27421010","15","4"
"27421010","19B","1"
"27421010","1A","1"
"27421010","1C","1"
"27421010","1CD","1"
"27421010","23A","1"
"27421010","34","5"
"27421010","3A","2"
"27421010","70","1"
"27421010","8A","1"
"27421010","8B","1"
"27421010","9B","1"
"27421010","O","2"
"27422010","15","1"
"27422010","19A","1"
"27422010","19B","1"
"27422010","1A","1"
"27422010","23A","1"
"27422010","34","2"
"27422010","3A","2"
"27422010","6A","1"
"27422010","8A","1"
"27422010","O","1"
"27430400","15","3"
"27430400","1A","1"
"27430400","1AB","1"
"27430400","35","3"
"27430400","36","1"
"27430400","3A","1"
"27430400","6A","1"
"27430400","6B","2"
"27430400","O","1"
"27430410","15","2"
"27430410","1A","1"
"27430410","35","3"
"27430410","36","1"
"27430410","3A","2"
"27430410","6B","1"
"27430410","O","1"
"27430500","15","2"
"27430500","20A","2"
"27430500","20B","2"
"27430500","20C","1"
"27430500","23A","1"
"27430500","31","2"
"27430500","3A","1"
"27430500","6","1"
"27430500","86B","1"
"27430500","8A","1"
"27430500","8BC","1"
"27430500","O","1"
"27430510","15","2"
"27430510","1AB","1"
"27430510","20A","2"
"27430510","20B","2"
"27430510","20C","1"
"27430510","23A","1"
"27430510","31","2"
"27430510","3A","1"
"27430510","6","1"
"27430510","86B","1"
"27430510","8A","1"
"27430510","8BC","1"
"27430510","O","1"
"27430610","19B","1"
"27430610","35","2"
"27430610","3A","1"
"27430610","8A","1"
"27430610","8B","1"
"27440110","15","1"
"27440110","1AB","1"
"27440110","3A","1"
"27440110","40","3"
"27440110","50","3"
"27440110","6B","1"
"27440110","8A","1"
"27440120","15","1"
"27440120","3A","1"
"27440120","40","3"
"27440120","50","3"
"27440120","6B","1"
"27440120","8A","1"
"27440130","3A","1"
"27440130","40","2"
"27440130","50","2"
"27440130","8A","1"
"27440130","8B","1"
"27442110","15","1"
"27442110","1AB","1"
"27442110","3A","1"
"27442110","40","3"
"27442110","50","3"
"27442110","6B","1"
"27442110","86B","1"
"27442110","8B","1"
"27442120","15","2"
"27442120","3A","1"
"27442120","40","3"
"27442120","50","3"
"27442120","6B","1"
"27442120","86B","1"
"27442120","8B","1"
"27443110","15","6"
"27443110","1AB","4"
"27443110","20A","2"
"27443110","20B","4"
"27443110","20C","2"
"27443110","36","12"
"27443110","40","12"
"27443110","50","12"
"27443110","6","2"
"27443110","70","4"
"27443110","86B","4"
"27443110","8B","4"
"27443120","15","6"
"27443120","20A","3"
"27443120","20B","4"
"27443120","20C","2"
"27443120","21","4"
"27443120","23A","1"
"27443120","36","12"
"27443120","40","12"
"27443120","50","11"
"27443120","6","2"
"27443120","70","4"
"27443120","86B","4"
"27443120","8B","4"
"27443120","O","1"
"27443150","15","4"
"27443150","20A","2"
"27443150","20B","4"
"27443150","20C","2"
"27443150","36","6"
"27443150","40","3"
"27443150","5","2"
"27443150","50","5"
"27443150","6","2"
"27443150","70","2"
"27443150","86B","2"
"27445110","15","25"
"27445110","19A","1"
"27445110","19B","3"
"27445110","1A","10"
"27445110","1CD","1"
"27445110","20A","8"
"27445110","20B","6"
"27445110","20C","3"
"27445110","22A","10"
"27445110","22B","1"
"27445110","23A","4"
"27445110","36","3"
"27445110","3A","12"
"27445110","40","29"
"27445110","4A","1"
"27445110","5","10"
"27445110","50","29"
"27445110","6","14"
"27445110","6C","1"
"27445110","70","1"
"27445110","86B","10"
"27445110","8BC","1"
"27445110","O","14"
"27445120","15","3"
"27445120","1A","1"
"27445120","20A","2"
"27445120","20B","2"
"27445120","20C","1"
"27445120","22A","1"
"27445120","23A","1"
"27445120","3A","1"
"27445120","40","3"
"27445120","50","3"
"27445120","6","2"
"27445120","86B","1"
"27445120","O","3"
"27445125","1AB","1"
"27445125","3A","1"
"27445125","40","3"
"27445125","5","1"
"27445125","50","3"
"27445125","8A","1"
"27445130","15","1"
"27445130","19B","1"
"27445130","1C","1"
"27445130","22B","1"
"27445130","40","3"
"27445130","50","3"
"27445130","6B","1"
"27445130","8A","1"
"27445150","15","3"
"27445150","1A","1"
"27445150","1CD","1"
"27445150","20A","2"
"27445150","20B","2"
"27445150","20C","1"
"27445150","23A","1"
"27445150","36","3"
"27445150","40","4"
"27445150","5","1"
"27445150","6","2"
"27445150","70","1"
"27445150","86B","1"
"27445150","8BC","1"
"27445150","O","2"
"27445180","15","2"
"27445180","20A","2"
"27445180","20B","2"
"27445180","20C","1"
"27445180","21","1"
"27445180","22A","1"
"27445180","23A","1"
"27445180","36","3"
"27445180","40","2"
"27445180","5","1"
"27445180","6","1"
"27445180","6A","1"
"27445180","O","1"
"27445220","13DF","1"
"27445220","15","3"
"27445220","1A","1"
"27445220","20A","2"
"27445220","20B","2"
"27445220","20C","1"
"27445220","23A","1"
"27445220","3A","1"
"27445220","3B","1"
"27445220","40","2"
"27445220","6","2"
"27445220","8BC","1"
"27445220","O","4"
"27445250","14","2"
"27445250","15","6"
"27445250","20A","3"
"27445250","20B","4"
"27445250","20C","2"
"27445250","22A","2"
"27445250","22B","2"
"27445250","23A","1"
"27445250","40","6"
"27445250","4B","1"
"27445250","5","3"
"27445250","6","4"
"27445250","86B","2"
"27445250","O","3"
"27446100","15","3"
"27446100","1A","2"
"27446100","20A","2"
"27446100","20B","2"
"27446100","20C","1"
"27446100","21","2"
"27446100","22B","2"
"27446100","23A","2"
"27446100","3A","2"
"27446100","40","6"
"27446100","50","6"
"27446100","6","3"
"27446100","6C","2"
"27446100","86B","2"
"27446100","O","3"
"27446200","10B","9"
"27446200","13DF","2"
"27446200","15","38"
"27446200","19A","8"
"27446200","19B","7"
"27446200","1A","13"
"27446200","1C","8"
"27446200","1CD","10"
"27446200","20A","7"
"27446200","20B","4"
"27446200","20C","4"
"27446200","22B","17"
"27446200","23A","1"
"27446200","36","14"
"27446200","3A","13"
"27446200","40","50"
"27446200","50","48"
"27446200","6","14"
"27446200","70","12"
"27446200","80","1"
"27446200","8B","2"
"27446200","8BC","2"
"27446200","O","33"
"27446205","10B","1"
"27446205","13DF","1"
"27446205","14","1"
"27446205","15","3"
"27446205","1A","1"
"27446205","1C","1"
"27446205","1CD","1"
"27446205","40","4"
"27446205","50","4"
"27446205","6","1"
"27446205","70","2"
"27446205","O","2"
"27446220","10B","11"
"27446220","13DF","1"
"27446220","15","28"
"27446220","19B","8"
"27446220","1A","10"
"27446220","1C","8"
"27446220","1CD","9"
"27446220","20A","1"
"27446220","20C","1"
"27446220","22B","11"
"27446220","36","2"
"27446220","3A","17"
"27446220","40","33"
"27446220","50","33"
"27446220","6","8"
"27446220","70","21"
"27446220","8BC","3"
"27446220","O","23"
"27446300","1AB","3"
"27446300","2","1"
"27446300","22B","3"
"27446300","40","6"
"27446300","4A","7"
"27446300","50","6"
"27446300","8A","3"
"27446300","8B","3"
"27446300","O","1"
"27446310","22B","1"
"27446310","40","2"
"27446310","4A","1"
"27446310","50","2"
"27446310","8B","1"
"27446315","15","4"
"27446315","1A","1"
"27446315","1C","1"
"27446315","1CD","1"
"27446315","2","1"
"27446315","34","2"
"27446315","36","3"
"27446315","40","2"
"27446315","4A","5"
"27446315","50","2"
"27446315","8A","1"
"27446315","O","3"
"27446320","15","5"
"27446320","1A","1"
"27446320","1C","1"
"27446320","1CD","1"
"27446320","2","1"
"27446320","20A","1"
"27446320","20B","2"
"27446320","20C","1"
"27446320","34","2"
"27446320","36","3"
"27446320","40","2"
"27446320","4A","5"
"27446320","6","1"
"27446320","8A","1"
"27446320","O","3"
"27446350","14","1"
"27446350","15","2"
"27446350","19B","1"
"27446350","1A","1"
"27446350","1CD","1"
"27446350","20A","2"
"27446350","20B","2"
"27446350","20C","1"
"27446350","23A","1"
"27446350","24C","1"
"27446350","3B","1"
"27446350","40","2"
"27446350","4A","1"
"27446350","50","2"
"27446350","6","2"
"27446350","O","4"
"27446355","10A","1"
"27446355","14","1"
"27446355","15","4"
"27446355","19B","1"
"27446355","1A","1"
"27446355","20A","3"
"27446355","20B","4"
"27446355","20C","2"
"27446355","23A","1"
"27446355","36","1"
"27446355","40","2"
"27446355","4A","1"
"27446355","50","2"
"27446355","6","3"
"27446355","O","3"
"27446360","1AB","1"
"27446360","22B","1"
"27446360","40","2"
"27446360","4A","1"
"27446360","50","2"
"27446360","8A","1"
"27446360","8B","1"
"27446400","15","4"
"27446400","1AB","2"
"27446400","1CD","2"
"27446400","20A","3"
"27446400","20B","4"
"27446400","20C","2"
"27446400","23A","1"
"27446400","36","6"
"27446400","3A","2"
"27446400","40","5"
"27446400","5","2"
"27446400","50","5"
"27446400","6","2"
"27446400","8BC","2"
"27446400","O","1"
"27446410","15","6"
"27446410","1CD","2"
"27446410","20A","2"
"27446410","20B","4"
"27446410","20C","2"
"27446410","22B","2"
"27446410","36","6"
"27446410","3A","2"
"27446410","40","6"
"27446410","50","6"
"27446410","6","2"
"27446410","6B","2"
"27446410","8A","2"
"27446410","8BC","2"
"27450010","10B","1"
"27450010","15","17"
"27450010","19A","6"
"27450010","19B","24"
"27450010","1A","4"
"27450010","1C","3"
"27450010","1CD","10"
"27450010","20B","1"
"27450010","22B","6"
"27450010","4A","12"
"27450010","6","5"
"27450010","6C","1"
"27450010","70","5"
"27450010","80","6"
"27450010","8BC","9"
"27450010","9B","6"
"27450010","O","10"
"27450020","15","4"
"27450020","19A","1"
"27450020","19B","4"
"27450020","1A","1"
"27450020","1C","1"
"27450020","1CD","2"
"27450020","22B","1"
"27450020","3A","1"
"27450020","4A","2"
"27450020","6","1"
"27450020","70","2"
"27450020","80","1"
"27450020","8A","1"
"27450020","8BC","2"
"27450020","9B","1"
"27450020","O","2"
"27450030","10B","4"
"27450030","15","26"
"27450030","19A","12"
"27450030","19B","36"
"27450030","1A","7"
"27450030","1C","5"
"27450030","1CD","15"
"27450030","20A","3"
"27450030","20B","4"
"27450030","20C","3"
"27450030","22B","9"
"27450030","36","6"
"27450030","3A","13"
"27450030","4A","18"
"27450030","6","8"
"27450030","6B","9"
"27450030","70","14"
"27450030","80","9"
"27450030","8B","1"
"27450030","8BC","12"
"27450030","9B","9"
"27450030","O","17"
"27450040","15","3"
"27450040","1A","1"
"27450040","20A","2"
"27450040","20B","2"
"27450040","20C","1"
"27450040","21","1"
"27450040","22B","1"
"27450040","23A","1"
"27450040","3A","1"
"27450040","40","3"
"27450040","6","2"
"27450040","6C","1"
"27450040","80","1"
"27450040","86B","1"
"27450040","O","2"
"27450060","10B","8"
"27450060","13DF","4"
"27450060","15","39"
"27450060","19A","24"
"27450060","19B","54"
"27450060","1A","14"
"27450060","1C","5"
"27450060","1CD","25"
"27450060","20A","6"
"27450060","20B","2"
"27450060","20C","3"
"27450060","22B","18"
"27450060","36","18"
"27450060","3A","34"
"27450060","4A","18"
"27450060","6","15"
"27450060","70","13"
"27450060","80","18"
"27450060","8B","19"
"27450060","8BC","20"
"27450060","9B","18"
"27450060","O","34"
"27450070","10B","5"
"27450070","15","13"
"27450070","19A","9"
"27450070","19B","24"
"27450070","1A","4"
"27450070","1C","2"
"27450070","1CD","8"
"27450070","20A","1"
"27450070","22B","6"
"27450070","3A","12"
"27450070","4A","12"
"27450070","6","4"
"27450070","70","5"
"27450070","80","6"
"27450070","8B","1"
"27450070","8BC","6"
"27450070","9B","6"
"27450070","O","12"
"27450080","10B","3"
"27450080","15","3"
"27450080","19A","1"
"27450080","19B","3"
"27450080","1A","3"
"27450080","20A","2"
"27450080","20B","2"
"27450080","20C","1"
"27450080","23A","1"
"27450080","3A","6"
"27450080","4A","7"
"27450080","6","5"
"27450080","70","7"
"27450080","80","6"
"27450080","8A","6"
"27450080","O","9"
"27450090","10B","2"
"27450090","15","18"
"27450090","19A","6"
"27450090","19B","18"
"27450090","1A","4"
"27450090","1C","3"
"27450090","1CD","9"
"27450090","22B","7"
"27450090","36","21"
"27450090","3A","11"
"27450090","4A","7"
"27450090","6","6"
"27450090","70","8"
"27450090","80","7"
"27450090","8A","1"
"27450090","8B","6"
"27450090","8BC","9"
"27450090","9B","6"
"27450090","O","12"
"27450100","10B","6"
"27450100","13DF","1"
"27450100","15","36"
"27450100","19A","14"
"27450100","19B","42"
"27450100","1A","9"
"27450100","1C","6"
"27450100","1CD","21"
"27450100","20A","2"
"27450100","20B","2"
"27450100","20C","2"
"27450100","22B","12"
"27450100","36","7"
"27450100","3A","16"
"27450100","4A","14"
"27450100","6","11"
"27450100","70","26"
"27450100","80","14"
"27450100","8A","2"
"27450100","8B","14"
"27450100","8BC","17"
"27450100","9B","14"
"27450100","O","24"
"27450110","1AB","2"
"27450110","22B","1"
"27450110","4A","1"
"27450110","70","1"
"27450110","80","1"
"27450110","8A","1"
"27450110","9B","1"
"27450120","1AB","1"
"27450120","22B","1"
"27450120","4A","1"
"27450120","70","1"
"27450120","80","1"
"27450120","9B","1"
"27450130","10B","4"
"27450130","15","29"
"27450130","19A","8"
"27450130","19B","32"
"27450130","1A","7"
"27450130","1C","6"
"27450130","1CD","14"
"27450130","20A","1"
"27450130","20B","2"
"27450130","20C","1"
"27450130","22B","8"
"27450130","36","3"
"27450130","3A","2"
"27450130","4A","16"
"27450130","6","7"
"27450130","70","8"
"27450130","80","8"
"27450130","8BC","11"
"27450130","9B","8"
"27450130","O","16"
"27450150","19B","1"
"27450150","1A","1"
"27450150","1AB","2"
"27450150","20C","1"
"27450150","6","2"
"27450150","6A","1"
"27450150","70","1"
"27450150","80","1"
"27450150","O","1"
"27450180","4A","2"
"27450180","5","1"
"27450180","80","1"
"27450180","8B","1"
"27450180","9B","1"
"27450190","1AB","3"
"27450190","4A","3"
"27450190","5","3"
"27450190","80","3"
"27450190","8A","3"
"27450190","9B","3"
"27450310","3A","1"
"27450310","3B","1"
"27450310","80","1"
"27450310","8A","1"
"27450400","15","2"
"27450400","1AB","1"
"27450400","20A","1"
"27450400","20B","2"
"27450400","20C","1"
"27450400","36","1"
"27450400","5","2"
"27450400","6","1"
"27450400","80","1"
"27450400","8A","1"
"27450405","15","1"
"27450405","20A","1"
"27450405","20B","2"
"27450405","20C","1"
"27450405","22B","1"
"27450405","36","1"
"27450405","3A","1"
"27450405","6","1"
"27450405","6B","1"
"27450405","80","1"
"27450405","O","1"
"27450410","15","17"
"27450410","1A","7"
"27450410","1AB","7"
"27450410","20A","4"
"27450410","20B","4"
"27450410","20C","2"
"27450410","23A","2"
"27450410","36","4"
"27450410","3A","7"
"27450410","40","21"
"27450410","5","1"
"27450410","6","9"
"27450410","6A","7"
"27450410","80","7"
"27450410","86B","6"
"27450410","O","15"
"27450420","15","3"
"27450420","1A","1"
"27450420","20A","2"
"27450420","20B","2"
"27450420","20C","1"
"27450420","22B","1"
"27450420","23A","1"
"27450420","3A","1"
"27450420","40","3"
"27450420","6","2"
"27450420","6A","1"
"27450420","80","1"
"27450420","86B","1"
"27450420","O","3"
"27450430","15","1"
"27450430","20A","1"
"27450430","20B","2"
"27450430","20C","1"
"27450430","36","3"
"27450430","3A","1"
"27450430","6","1"
"27450430","80","1"
"27450430","8A","1"
"27450430","8B","1"
"27450450","15","4"
"27450450","20A","2"
"27450450","20B","4"
"27450450","20C","2"
"27450450","36","6"
"27450450","3A","2"
"27450450","6","2"
"27450450","80","2"
"27450450","8A","2"
"27450450","8B","2"
"27450470","13DF","1"
"27450470","15","2"
"27450470","19B","1"
"27450470","1A","1"
"27450470","20A","1"
"27450470","3A","2"
"27450470","3B","1"
"27450470","40","3"
"27450470","6","2"
"27450470","70","1"
"27450470","80","1"
"27450470","86B","2"
"27450470","8BC","2"
"27450470","O","6"
"27450510","15","7"
"27450510","1A","2"
"27450510","20A","1"
"27450510","20B","2"
"27450510","20C","1"
"27450510","21","2"
"27450510","36","6"
"27450510","6","3"
"27450510","6B","2"
"27450510","80","2"
"27450510","8A","2"
"27450510","O","2"
"27450600","15","3"
"27450600","1A","1"
"27450600","1AB","1"
"27450600","20A","2"
"27450600","20B","2"
"27450600","20C","1"
"27450600","22B","1"
"27450600","23A","1"
"27450600","3A","1"
"27450600","40","3"
"27450600","6","2"
"27450600","6A","1"
"27450600","80","2"
"27450600","86B","1"
"27450600","O","2"
"27450610","15","4"
"27450610","1A","1"
"27450610","20A","2"
"27450610","20B","2"
"27450610","20C","1"
"27450610","22B","1"
"27450610","23A","1"
"27450610","3A","1"
"27450610","40","3"
"27450610","6","2"
"27450610","6A","1"
"27450610","80","2"
"27450610","O","3"
"27450650","15","3"
"27450650","1A","1"
"27450650","1AB","1"
"27450650","20A","2"
"27450650","20B","2"
"27450650","20C","1"
"27450650","21","1"
"27450650","22B","1"
"27450650","23A","1"
"27450650","3A","1"
"27450650","40","3"
"27450650","6","1"
"27450650","6A","1"
"27450650","80","2"
"27450650","86B","1"
"27450650","O","2"
"27450660","15","3"
"27450660","1A","1"
"27450660","20A","2"
"27450660","20B","2"
"27450660","20C","1"
"27450660","21","1"
"27450660","22B","1"
"27450660","23A","1"
"27450660","36","3"
"27450660","3A","1"
"27450660","6","1"
"27450660","6A","1"
"27450660","80","2"
"27450660","8A","1"
"27450660","O","2"
"27450700","15","2"
"27450700","1AB","3"
"27450700","20A","2"
"27450700","20B","4"
"27450700","20C","2"
"27450700","36","6"
"27450700","3A","3"
"27450700","6","2"
"27450700","80","3"
"27450700","8A","3"
"27450700","8B","3"
"27450700","O","1"
"27450710","15","4"
"27450710","20A","3"
"27450710","20B","6"
"27450710","20C","3"
"27450710","22B","7"
"27450710","23A","1"
"27450710","36","15"
"27450710","3A","7"
"27450710","6","3"
"27450710","80","7"
"27450710","8A","7"
"27450710","8B","7"
"27450740","15","3"
"27450740","1AB","1"
"27450740","20A","2"
"27450740","20B","2"
"27450740","20C","1"
"27450740","23A","1"
"27450740","3A","1"
"27450740","6","2"
"27450740","6A","1"
"27450740","80","1"
"27450740","8B","1"
"27450740","O","1"
"27450750","15","6"
"27450750","20A","4"
"27450750","20B","4"
"27450750","20C","2"
"27450750","22B","2"
"27450750","23A","2"
"27450750","3A","2"
"27450750","6","4"
"27450750","6A","2"
"27450750","80","2"
"27450750","8B","2"
"27450750","O","2"
"27451030","15","2"
"27451030","20A","1"
"27451030","20B","2"
"27451030","20C","1"
"27451030","36","3"
"27451030","3A","1"
"27451030","6","1"
"27451030","80","1"
"27451030","8A","1"
"27451030","8B","1"
"27460010","15","2"
"27460010","20A","1"
"27460010","20B","2"
"27460010","20C","1"
"27460010","21","1"
"27460010","22B","1"
"27460010","31","2"
"27460010","34","3"
"27460010","35","3"
"27460010","36","3"
"27460010","3A","3"
"27460010","40","3"
"27460010","50","1"
"27460010","6","3"
