"MEDICAMENTOA","MEDICAMENTOB","WEIGHT"
"1030","1401","1"
"735","4697","1"
"1305","1393","2"
"896","14073","1"
"243","34316","1"
"262","9858","1"
"4209","9805","1"
"940","2843","1"
"1259","2825","1"
"1121","7103","1"
"346","502","2"
"1128","6889","1"
"2","16371","1"
"23","3471","1"
"1202","4598","1"
"52","40248","1"
"1188","5034","1"
"502","650","1"
"408","1721","1"
"28","6017","1"
"118","258","1"
"90","5147","1"
"621","1296","2"
"413","7951","1"
"180","36290","1"
"180","36291","1"
"479","27023","1"
"172","763","1"
"1401","30309","1"
"418","3039","1"
"27","1699","1"
"8785","31686","1"
"759","3471","1"
"155","759","1"
"502","6017","2"
"1145","6386","1"
"1096","7906","1"
"602","643","1"
"349","9120","1"
"883","14512","1"
"643","2843","1"
"419","1637","1"
"27","3923","2"
"29","520","1"
"602","650","1"
"40","1030","1"
"52","940","1"
"14","418","1"
"349","940","1"
"1204","4571","1"
"800","5468","1"
"2254","2843","1"
"129","11103","1"
"1294","1785","2"
"40","3259","1"
"410","3313","1"
"60","139","1"
"846","15677","1"
"413","421","1"
"155","785","1"
"27","28","1"
"267","14324","1"
"502","921","1"
"1228","3841","1"
"9243","17520","1"
"267","2509","2"
"773","1296","1"
"2","4450","1"
"502","3774","1"
"269","2948","2"
"143","2238","2"
"1294","1803","1"
"975","11693","1"
"2401","16371","1"
"566","3259","1"
"2238","4409","1"
"2473","14324","1"
"264","33739","1"
"990","2189","2"
"51","1004","2"
"485","785","1"
"1251","3146","1"
"1292","1875","1"
"1280","2249","1"
"1305","1475","1"
"956","12295","1"
"9283","16302","1"
"520","1723","1"
"864","15150","1"
"119","12140","1"
"118","38278","1"
"1304","1513","1"
"4528","5147","1"
"52","3471","1"
"2401","6017","1"
"753","3373","1"
"840","6449","1"
"2401","11103","1"
"502","16371","2"
"60","5105","2"
"10209","25417","1"
"2","1699","1"
"51","4052","1"
"3150","3394","1"
"759","1401","1"
"262","7951","1"
"420","16371","2"
"64","3923","4"
"1231","3793","1"
"1251","3174","3"
"155","10586","1"
"650","3471","1"
"566","759","1"
"990","3394","1"
"1264","2776","1"
"413","1663","1"
"3036","13382","1"
"2716","23302","1"
"573","981","1"
"413","4409","1"
"502","753","1"
"1294","1853","1"
"27","90","1"
"1278","2351","1"
"37768","37769","1"
"650","1721","1"
"3278","5890","1"
"5266","9799","1"
"76","558","1"
"421","1663","1"
"139","23471","1"
"349","777","2"
"408","650","1"
"559","5147","1"
"1091","8159","1"
"28","4528","1"
"520","16817","1"
"785","2597","1"
"573","785","1"
"2509","5211","1"
"36128","36130","1"
"36128","36131","1"
"248","34300","1"
"36128","36133","1"
"76","1131","1"
"76","12140","1"
"28","16371","1"
"125","1262","1"
"155","3259","1"
"31","1131","1"
"1294","1882","1"
"129","37997","1"
"502","785","1"
"1239","3590","1"
"1239","3591","1"
"106","2130","1"
"82","120","1"
"327","31866","1"
"7377","9925","1"
"7377","9926","1"
"7377","9927","1"
"7377","9928","1"
"7377","9929","2"
"119","370","1"
"327","31867","1"
"1287","2108","1"
"27","420","2"
"943","12780","1"
"943","12781","1"
"943","12782","1"
"1224","4069","1"
"449","28095","1"
"1231","3854","1"
"413","3565","1"
"349","3471","1"
"1299","1752","1"
"3240","7103","1"
"2948","6160","1"
"2045","5105","2"
"1165","5910","1"
"896","14249","1"
"1267","2750","1"
"145","948","1"
"143","14160","1"
"449","28096","1"
"810","990","2"
"25","5211","1"
"155","643","1"
"23","566","1"
"502","4528","2"
"144","444","1"
"1267","2760","1"
"28","129","1"
"643","785","1"
"558","24742","1"
"2","11103","1"
"129","5147","1"
"14160","42920","1"
"51","10328","1"
"7408","9005","1"
"1247","3389","1"
"418","29089","2"
"1292","1996","1"
"36130","36131","1"
"2254","3259","1"
"36130","36133","1"
"125","502","1"
"52","40441","1"
"1100","2803","1"
"246","2803","1"
"1131","43370","1"
"136","24146","2"
"602","1030","1"
"10328","24146","2"
"64","2401","2"
"650","10586","1"
"1259","3033","1"
"1294","1949","1"
"940","3471","1"
"1259","3036","1"
"573","650","1"
"566","650","1"
"944","12804","1"
"136","452","1"
"408","981","1"
"346","1699","1"
"2808","4450","1"
"52","1401","1"
"650","1623","1"
"3954","21653","1"
"4876","21992","1"
"921","13526","1"
"1267","2801","1"
"1293","1996","1"
"1270","2710","1"
"370","721","1"
"36131","36133","1"
"1208","4635","1"
"140","343","2"
"1287","2188","1"
"94","3394","1"
"261","1100","1"
"1272","2656","1"
"1296","1892","1"
"349","643","1"
"1935","37772","1"
"20","2132","1"
"143","2415","1"
"136","6252","4"
"246","539","1"
"990","3150","1"
"1270","2727","1"
"2","420","2"
"800","1723","1"
"940","2520","1"
"667","921","2"
"1270","2732","1"
"721","13536","1"
"267","4424","2"
"1143","6672","1"
"129","16371","1"
"64","502","4"
"57","1838","1"
"4528","6017","1"
"1932","43926","1"
"990","11421","1"
"1006","1056","1"
"408","785","1"
"76","418","1"
"147","9117","1"
"1131","1699","1"
"2238","3822","1"
"502","1131","2"
"539","1100","1"
"5311","8551","1"
"241","3774","1"
"30","1006","1"
"23","940","1"
"605","10328","1"
"643","3471","1"
"10209","43597","1"
"4430","35869","1"
"4430","35870","1"
"1305","1674","1"
"650","3259","1"
"1699","43370","1"
"65","7477","1"
"2687","16371","2"
"57","4052","1"
"370","1745","1"
"1144","6672","1"
"1091","8316","1"
"4528","16371","1"
"76","11103","1"
"410","510","1"
"14","25417","1"
"785","43157","1"
"785","43158","1"
"479","11185","1"
"29","5468","1"
"444","6854","1"
"1721","43157","1"
"346","16371","1"
"144","1100","1"
"261","1419","1"
"27","559","1"
"601","1576","1"
"4478","5966","2"
"2188","39862","1"
"375","5105","2"
"777","18069","1"
"3923","16371","2"
"76","2401","1"
"2","1056","1"
"745","2045","1"
"2","3039","1"
"629","22663","1"
"2465","31284","1"
"16817","25622","1"
"990","1745","2"
"1054","9492","1"
"1054","9493","1"
"1054","9494","1"
"1054","9495","1"
"563","24714","1"
"636","10209","1"
"2948","16317","1"
"1294","2059","1"
"125","349","1"
"1315","1410","2"
"129","502","2"
"19750","19751","1"
"810","7477","1"
"267","2024","1"
"425","7477","1"
"563","5813","1"
"3183","9045","1"
"195","360","1"
"66","235","1"
"1270","2815","1"
"64","1699","2"
"216","246","1"
"1006","11002","1"
"1100","1419","1"
"468","1576","2"
"2238","23471","1"
"1269","2853","1"
"85","777","2"
"2423","8086","1"
"131","1006","1"
"90","346","1"
"129","4528","1"
"1141","6827","4"
"31","11103","1"
"1305","1745","1"
"1293","2117","1"
"2390","9117","1"
"621","1424","1"
"253","9161","1"
"120","810","1"
"2985","15207","1"
"923","13593","1"
"721","747","1"
"1251","3428","1"
"685","2254","1"
"2","3923","2"
"149","1008","1"
"23","1030","1"
"643","753","1"
"1316","1419","1"
"721","3394","1"
"99","39148","1"
"602","1401","1"
"60","3774","1"
"643","759","1"
"2401","19130","1"
"1269","2883","1"
"981","43157","1"
"981","43158","1"
"1278","2607","1"
"1227","4188","1"
"502","6364","1"
"449","6364","1"
"414","2599","1"
"745","990","2"
"156","539","1"
"349","785","1"
"759","4169","1"
"502","566","1"
"721","3774","1"
"2716","23576","1"
"408","1623","1"
"4409","7951","1"
"773","4581","1"
"1305","1785","1"
"1293","2158","1"
"920","13722","1"
"920","13723","1"
"1305","1789","1"
"9394","13174","1"
"57","1419","1"
"785","2687","1"
"559","1699","1"
"125","3394","1"
"2843","19653","1"
"76","3039","1"
"5368","6916","1"
"1251","3471","1"
"144","37769","1"
"28","346","1"
"1228","4188","1"
"13490","17283","1"
"981","11847","1"
"420","559","2"
"64","90","2"
"559","6017","1"
"810","17152","1"
"65","1745","1"
"1294","2150","1"
"3286","5935","1"
"140","2415","1"
"60","3822","1"
"119","1723","1"
"261","2803","1"
"90","420","2"
"3113","11304","1"
"2","1455","1"
"502","2401","2"
"1259","3245","1"
"573","1721","1"
"502","3923","4"
"139","840","1"
"261","4052","1"
"5141","8727","1"
"451","27669","1"
"31","1699","1"
"1321","1331","1"
"129","1699","1"
"3170","9550","1"
"4635","5141","1"
"633","22663","1"
"1319","1398","1"
"346","2401","1"
"539","4052","1"
"85","2254","1"
"295","33146","1"
"253","1296","1"
"23","2520","1"
"149","12250","1"
"4243","6854","1"
"602","1056","1"
"840","16257","1"
"30","41368","1"
"119","38610","2"
"119","38611","2"
"119","38612","1"
"119","38613","2"
"76","6017","1"
"745","2189","1"
"1231","4144","1"
"485","1393","1"
"64","420","4"
"1305","1853","1"
"4744","26316","1"
"343","6252","2"
"990","11501","1"
"6854","12250","1"
"1131","2401","1"
"2","636","1"
"262","3565","1"
"120","921","1"
"1320","1397","1"
"1008","9117","1"
"90","2401","1"
"10796","35324","1"
"10796","35325","1"
"10796","35326","1"
"183","335","1"
"6592","34580","1"
"759","1030","1"
"990","2045","2"
"37769","37770","1"
"628","1745","1"
"28","2401","1"
"28","5147","1"
"559","1131","1"
"3145","10373","1"
"1278","2715","1"
"1305","1878","1"
"147","37768","1"
"6017","16371","1"
"677","4514","1"
"2666","25228","2"
"990","3774","3"
"1318","1482","2"
"1318","1483","1"
"1292","2289","1"
"510","3313","1"
"94","370","1"
"349","650","1"
"559","16371","1"
"140","24146","2"
"1318","1490","1"
"3086","12219","1"
"3086","12220","1"
"1997","7477","1"
"90","502","2"
"31","64","2"
"502","1141","1"
"156","2803","1"
"19434","29726","1"
"935","4327","1"
"268","2172","5"
"896","14583","1"
"119","721","1"
"227","35324","1"
"1312","1690","1"
"227","35326","1"
"2109","42518","1"
"227","35325","1"
"2109","42520","1"
"4635","4778","1"
"3345","4209","1"
"3191","5156","2"
"468","601","2"
"1319","1482","1"
"2109","42519","1"
"65","2408","1"
"1321","1423","1"
"129","3923","2"
"569","9161","1"
"425","761","1"
"4952","19938","2"
"346","3923","2"
"1194","5366","1"
"90","16371","1"
"722","12250","1"
"145","37888","1"
"745","761","1"
"183","4581","1"
"239","34977","1"
"2238","3565","1"
"85","19653","1"
"1180","3394","1"
"149","37768","1"
"573","1623","1"
"1316","1596","1"
"57","156","1"
"6974","22808","1"
"76","4528","1"
"246","1100","1"
"3283","6160","1"
"149","37769","1"
"3822","20273","1"
"1292","2158","1"
"1316","1605","1"
"999","11433","1"
"773","2687","1"
"3373","3374","1"
"144","37770","1"
"1040","10166","1"
"979","12057","1"
"2189","5105","2"
"90","559","1"
"980","12030","1"
"1158","6513","1"
"689","13550","1"
"1292","2358","1"
"810","3774","1"
"425","1745","1"
"761","3774","1"
"990","1997","2"
"502","11103","2"
"1131","5147","1"
"1147","6863","1"
"262","4409","1"
"2238","6449","1"
"1114","42549","1"
"23","10586","1"
"601","5458","1"
"241","502","1"
"1004","1433","2"
"469","2238","1"
"1272","2997","1"
"1100","4052","1"
"810","1745","1"
"721","1745","1"
"25902","25903","1"
"60","20273","1"
"996","11559","1"
"469","1332","1"
"2254","4169","1"
"27","1131","1"
"90","1699","1"
"1321","1489","1"
"131","4450","1"
"1007","9629","4"
"1006","1246","1"
"646","22418","1"
"646","22419","1"
"646","22420","1"
"1056","2808","1"
"85","753","1"
"7417","9130","1"
"1719","27669","1"
"12250","37772","1"
"52","85","1"
"935","43759","1"
"29","800","1"
"64","1131","2"
"246","1419","1"
"149","37772","1"
"147","12250","1"
"602","1006","1"
"559","11103","1"
"6989","22410","1"
"616","1000","1"
"1006","11277","1"
"650","4169","1"
"990","5105","4"
"28","3923","2"
"459","508","1"
"28","559","1"
"1293","2386","1"
"140","6252","4"
"747","13536","1"
"143","20273","1"
"1008","6854","1"
"120","3774","1"
"485","2687","1"
"248","335","1"
"1127","7540","1"
"921","3774","1"
"607","1296","1"
"1246","3854","1"
"1246","3855","1"
"1250","3731","1"
"1293","2400","1"
"1250","3733","1"
"1103","8292","1"
"1141","7109","1"
"1283","2714","1"
"125","38613","2"
"2477","31238","1"
"125","38612","1"
"125","38610","2"
"125","38611","2"
"27","4528","1"
"375","2189","1"
"1030","10565","2"
"6934","13854","1"
"360","31337","1"
"1179","5949","2"
"241","3150","1"
"270","1745","2"
"414","747","1"
"1293","2419","1"
"414","508","1"
"1091","8683","1"
"1294","2391","2"
"191","36584","1"
"745","7477","1"
"4246","41954","1"
"1006","2808","1"
"136","10328","4"
"1141","7140","1"
"144","2803","1"
"607","9161","1"
"1935","37769","1"
"346","4528","1"
"1030","10586","1"
"15474","21575","2"
"15474","21576","2"
"51","468","4"
"260","1820","1"
"346","420","2"
"502","4169","1"
"418","2304","1"
"431","29163","1"
"431","29164","1"
"325","13536","1"
"145","10302","1"
"628","5105","2"
"195","706","1"
"159","745","1"
"1260","3471","1"
"31","16371","1"
"1178","6015","1"
"2985","15535","1"
"1092","8683","1"
"125","3150","1"
"1316","1738","1"
"990","7477","2"
"85","1401","1"
"1008","37768","1"
"759","3259","1"
"1056","4450","1"
"195","452","1"
"468","5458","2"
"360","1004","2"
"761","810","1"
"147","1405","1"
"2515","26959","1"
"349","4235","1"
"421","2238","1"
"399","2687","1"
"60","2189","1"
"667","761","2"
"1131","3923","2"
"21629","21638","2"
"569","607","1"
"11145","24742","1"
"64","4528","2"
"253","4581","1"
"147","37772","1"
"413","9858","1"
"1128","7594","1"
"90","4528","1"
"183","9161","1"
"745","5105","2"
"9374","14116","1"
"1305","2112","1"
"1096","8591","1"
"1135","7384","1"
"156","1419","1"
"165","1141","1"
"1305","2117","1"
"1264","3389","1"
"1321","1623","1"
"422","29493","1"
"422","29494","1"
"773","9161","1"
"27","2401","1"
"168","1056","1"
"628","1997","1"
"1330","1351","1"
"65","97","1"
"1194","5569","1"
"9136","21512","1"
"1294","2471","1"
"9136","21513","1"
"1316","1788","1"
"82","425","1"
"469","13854","1"
"425","5105","2"
"566","2254","1"
"1141","7221","1"
"1129","7594","1"
"420","3923","4"
"628","761","1"
"1292","2408","1"
"491","27376","1"
"76","16371","1"
"149","37770","1"
"425","745","1"
"990","1180","1"
"667","810","2"
"60","840","1"
"449","1424","1"
"469","2415","1"
"1152","6894","2"
"921","14055","1"
"590","24318","1"
"367","31231","1"
"2","5147","1"
"297","508","1"
"1305","2157","1"
"120","667","2"
"502","1401","1"
"602","4450","1"
"28","420","2"
"1029","10718","1"
"865","15802","1"
"607","2687","1"
"1263","3467","1"
"120","2045","1"
"11199","23133","1"
"11199","23134","1"
"449","502","1"
"2656","25825","1"
"2656","25826","1"
"2656","25827","1"
"2656","25828","1"
"2026","3743","1"
"312","1332","1"
"65","5105","2"
"1249","3903","1"
"2243","38636","1"
"1320","1713","1"
"85","940","1"
"147","1223","1"
"502","1424","1"
"60","1997","1"
"1054","9965","1"
"12","1798","2"
"253","607","1"
"144","37772","1"
"123","38830","1"
"14","1455","1"
"191","3313","1"
"451","462","1"
"131","2808","1"
"51","312","2"
"145","753","1"
"1248","3962","1"
"147","37769","1"
"51","601","2"
"520","3313","1"
"607","1892","1"
"253","621","3"
"129","6017","1"
"508","2599","1"
"607","621","2"
"539","1419","1"
"414","13536","1"
"119","191","2"
"145","37086","1"
"2424","29139","1"
"2","6017","1"
"248","34977","1"
"462","2238","1"
"2597","16371","2"
"1104","2339","1"
"563","1996","1"
"1131","4528","1"
"650","785","2"
"1178","6154","1"
"559","25344","1"
"2045","3774","1"
"921","2189","1"
"147","444","1"
"800","17877","1"
"253","1424","1"
"65","761","1"
"12","1838","1"
"5309","9174","1"
"1269","3343","1"
"810","1997","1"
"1331","1423","1"
"3923","11103","2"
"1193","5703","2"
"2390","4243","1"
"279","628","1"
"667","7477","2"
"4778","5141","1"
"120","745","1"
"165","449","1"
"31","5147","1"
"1159","6765","1"
"4243","37769","1"
"2189","7477","1"
"343","10328","2"
"628","7477","1"
"810","2189","1"
"2512","6711","1"
"1008","4898","1"
"1330","1472","1"
"1228","4635","1"
"607","4581","1"
"60","375","1"
"721","3150","1"
"144","4052","1"
"243","722","1"
"14","12140","1"
"4750","26532","1"
"462","13854","1"
"601","24081","2"
"10","3622","1"
"144","1935","1"
"425","2045","1"
"981","12305","1"
"119","39028","1"
"119","39029","1"
"3478","37770","1"
"27412","43926","1"
"3478","37772","1"
"569","773","1"
"1036","10607","1"
"761","5105","2"
"147","2390","1"
"1208","5278","1"
"418","608","2"
"1158","6830","1"
"64","559","2"
"147","4243","1"
"810","2045","1"
"539","2803","1"
"346","1131","1"
"94","3774","1"
"722","4243","1"
"360","2415","1"
"2045","7477","1"
"2878","19056","1"
"346","11103","1"
"119","270","1"
"1305","2286","1"
"558","25444","1"
"1305","2288","1"
"1305","2289","2"
"1323","1729","1"
"4898","12250","1"
"216","36045","1"
"1179","6199","1"
"6854","9117","1"
"1331","1489","1"
"375","745","1"
"372","4424","2"
"28","1699","1"
"28","1131","1"
"1249","4036","1"
"31","6017","1"
"156","246","1"
"1036","4537","1"
"90","3923","2"
"143","6449","1"
"5368","7425","1"
"425","667","2"
"4898","9117","1"
"0","569","1"
"1294","2651","1"
"667","2189","2"
"375","761","1"
"1278","3150","1"
"360","1719","1"
"53","1224","1"
"462","27669","1"
"628","2189","1"
"200","36573","1"
"27","41937","1"
"27","41938","1"
"27","41939","1"
"621","9161","2"
"1129","44154","1"
"145","26959","1"
"2512","27669","1"
"30","4450","1"
"183","253","1"
"57","261","1"
"200","36584","1"
"881","15474","2"
"144","9161","1"
"1334","1433","1"
"1165","6672","1"
"2254","3471","1"
"1141","1424","1"
"2024","8727","1"
"1320","1872","1"
"761","1997","1"
"1278","3176","1"
"1249","4076","1"
"57","2803","1"
"1151","7113","1"
"22672","43842","1"
"27","346","1"
"2803","4052","1"
"144","6711","1"
"502","3150","1"
"246","4052","1"
"1997","5105","2"
"129","1131","1"
"569","1296","1"
"60","761","1"
"29","1723","1"
"159","479","1"
"183","1892","1"
"76","1674","1"
"243","4898","1"
"82","2045","1"
"2172","2515","1"
"1270","3445","1"
"27","11103","1"
"1270","3447","1"
"23","777","2"
"297","459","1"
"1337","1373","2"
"267","5141","1"
"667","2045","2"
"120","7477","1"
"1008","37772","1"
"1467","23824","1"
"1918","26959","1"
"7109","19056","1"
"399","4581","1"
"1321","1878","1"
"2","12140","1"
"216","1419","1"
"335","569","1"
"1152","7121","1"
"4393","22672","1"
"4761","26316","1"
"2238","27669","1"
"1046","10411","1"
"469","27669","1"
"159","35282","1"
"27","5147","1"
"65","2045","1"
"241","1180","1"
"2512","13854","1"
"2673","25517","2"
"2673","25518","1"
"2673","25519","1"
"139","3822","1"
"502","721","1"
"722","2512","1"
"3199","9217","1"
"1292","2798","1"
"136","38636","1"
"2687","9161","1"
"165","6364","1"
"147","37770","1"
"628","810","1"
"921","1745","1"
"1231","4697","1"
"425","2189","1"
"65","375","1"
"144","722","1"
"144","37768","1"
"1270","3493","2"
"76","3923","2"
"183","607","1"
"120","1745","1"
"52","785","1"
"64","129","2"
"1296","2687","1"
"1259","3841","1"
"1218","5112","1"
"974","12678","1"
"0","2687","1"
"1305","2419","1"
"1304","2451","1"
"254","1332","1"
"4898","6711","1"
"3743","22672","1"
"216","4052","1"
"722","3478","1"
"235","1405","1"
"2026","43842","1"
"4604","31231","1"
"2415","27669","1"
"4243","37768","1"
"64","16371","2"
"1323","1874","1"
"3037","14276","1"
"4243","37772","1"
"31","4528","1"
"4581","9161","2"
"82","5105","2"
"520","26773","1"
"2520","30309","1"
"11103","16371","1"
"972","12764","2"
"5077","16582","1"
"144","4243","1"
"522","1292","1"
"27","6017","1"
"82","3774","1"
"425","1997","1"
"2390","6854","1"
"672","22072","1"
"57","1798","2"
"1935","9117","1"
"1269","3568","1"
"586","24742","1"
"1293","2825","1"
"65","425","1"
"2","10209","1"
"0","1296","2"
"1316","2117","1"
"761","1745","1"
"82","7477","1"
"420","2401","2"
"65","3774","1"
"13882","35282","1"
"1104","8695","1"
"375","667","2"
"27175","29673","1"
