"MEDICAMENTOA","MEDICAMENTOB","WEIGHT"
"133","24714","1"
"896","1062","1"
"617","8281","1"
"4141","4280","1"
"810","3731","1"
"253","496","1"
"810","3733","1"
"135","349","2"
"829","3146","1"
"590","10556","1"
"657","2264","1"
"751","5567","1"
"469","615","1"
"143","5696","1"
"800","4051","1"
"707","6934","1"
"1729","29465","1"
"2372","6830","2"
"143","332","1"
"344","18192","1"
"470","13467","1"
"211","372","1"
"891","1238","1"
"890","1269","1"
"644","8897","1"
"785","4526","1"
"871","1861","1"
"620","8159","1"
"894","1151","1"
"180","708","1"
"725","6392","1"
"4209","11316","1"
"751","5588","2"
"119","1091","1"
"777","4784","1"
"777","4785","1"
"777","4786","1"
"777","4787","1"
"629","9373","1"
"1516","35326","1"
"692","7425","1"
"864","2093","1"
"603","2683","1"
"725","6405","1"
"139","17551","2"
"441","1183","1"
"33","8159","1"
"856","2338","1"
"617","3088","1"
"349","3016","2"
"899","990","1"
"414","5758","1"
"4280","17551","1"
"139","4280","2"
"2611","3756","1"
"895","1147","1"
"902","930","1"
"60","238","1"
"94","10050","1"
"605","1096","1"
"817","3570","1"
"241","721","2"
"367","869","1"
"620","6830","1"
"745","5806","1"
"338","2314","1"
"787","4506","1"
"26","603","1"
"370","415","1"
"2240","5696","2"
"758","3756","1"
"84","8159","1"
"1278","35324","1"
"1278","35325","1"
"2185","11312","1"
"57","810","3"
"716","6717","1"
"2872","5418","1"
"598","786","1"
"628","9445","1"
"510","1932","1"
"102","556","9"
"871","1918","1"
"1186","35324","1"
"1186","35325","1"
"706","708","1"
"162","248","1"
"829","3225","2"
"706","1579","1"
"119","2659","1"
"2455","5317","1"
"498","13490","1"
"133","24806","1"
"133","24807","1"
"133","24808","1"
"133","24809","1"
"133","24810","1"
"144","1034","2"
"894","1218","1"
"155","3016","1"
"120","241","1"
"222","528","1"
"521","12788","1"
"144","5366","1"
"865","2126","1"
"895","1196","1"
"4605","6085","1"
"2314","3636","1"
"132","543","1"
"82","10294","1"
"425","721","2"
"211","1497","1"
"367","9697","1"
"373","1097","1"
"2810","7377","1"
"216","520","3"
"630","9423","1"
"162","6727","1"
"242","338","1"
"140","1180","2"
"227","392","1"
"2868","5586","1"
"467","787","1"
"4209","10050","1"
"706","2419","1"
"131","1681","1"
"258","865","1"
"786","4598","1"
"251","3039","1"
"131","1034","1"
"889","1408","1"
"787","4571","1"
"131","598","1"
"377","17283","1"
"868","1853","1"
"222","562","1"
"728","6405","1"
"219","657","1"
"147","4518","1"
"905","921","1"
"895","1231","1"
"238","1097","2"
"860","2316","1"
"360","4125","2"
"10","2336","1"
"864","2198","1"
"837","3036","1"
"73","156","7"
"563","11532","1"
"4430","8867","1"
"383","7103","1"
"278","470","3"
"603","4518","1"
"6863","12845","1"
"218","3512","1"
"469","758","1"
"129","241","1"
"68","10050","1"
"829","1405","1"
"14","3362","1"
"902","1035","1"
"84","3389","1"
"76","2333","1"
"326","558","1"
"773","5038","1"
"773","5039","1"
"773","5040","1"
"4280","4605","1"
"27","3858","1"
"248","3363","1"
"27","2745","1"
"894","1294","1"
"2887","5048","1"
"4621","16830","1"
"119","25319","1"
"800","4209","1"
"629","1513","3"
"399","16645","1"
"2924","3907","1"
"82","14693","1"
"119","1457","1"
"219","493","1"
"227","6757","1"
"295","372","1"
"7396","35324","1"
"133","809","1"
"119","3389","1"
"251","3288","1"
"119","8316","1"
"164","1997","1"
"366","476","2"
"253","6989","1"
"332","5696","1"
"129","721","1"
"557","11764","1"
"2372","8316","2"
"881","1722","1"
"421","15983","1"
"761","5444","2"
"372","5569","2"
"216","605","1"
"895","1293","1"
"129","3095","1"
"26","1899","1"
"467","1034","1"
"180","5317","1"
"425","990","4"
"885","943","1"
"33","1457","1"
"267","11316","1"
"905","992","1"
"441","842","1"
"120","129","1"
"895","1305","1"
"10302","22663","1"
"706","7166","1"
"502","13490","1"
"7770","37125","1"
"60","6894","1"
"620","2333","1"
"892","1405","1"
"2683","4518","1"
"441","2185","1"
"90","164","3"
"558","1467","1"
"905","1007","1"
"28","10050","1"
"372","11316","1"
"894","1351","1"
"159","266","1"
"332","1939","1"
"617","9931","1"
"26","1467","1"
"60","414","1"
"295","620","1"
"119","1730","2"
"892","1421","1"
"774","1075","1"
"2193","7125","1"
"2631","5548","1"
"773","5114","1"
"620","1730","1"
"155","621","1"
"4693","5758","1"
"837","3134","1"
"896","1305","1"
"476","7772","1"
"96","7772","1"
"747","5928","1"
"881","1775","1"
"176","195","1"
"774","5094","1"
"786","4723","1"
"905","1035","1"
"278","1945","3"
"154","24318","1"
"2067","3756","1"
"26","558","1"
"147","12910","1"
"140","1320","2"
"6085","8867","1"
"238","605","1"
"722","6717","1"
"119","211","2"
"721","3095","1"
"787","4705","1"
"2499","17170","1"
"82","227","1"
"2656","12305","1"
"211","620","1"
"372","4209","1"
"354","18134","1"
"354","18135","1"
"217","3855","1"
"3776","35867","1"
"380","496","1"
"60","225","1"
"216","1097","2"
"617","943","1"
"26","12910","1"
"156","2336","1"
"147","8271","1"
"892","1467","1"
"84","1091","1"
"120","425","3"
"279","1945","1"
"864","2339","1"
"558","948","1"
"777","5038","1"
"777","5039","1"
"777","5040","1"
"414","16293","1"
"326","687","1"
"133","3686","2"
"60","4693","1"
"31","4518","1"
"14","496","1"
"145","1419","1"
"84","6830","1"
"3149","36024","1"
"4990","5519","1"
"895","1393","2"
"149","1729","1"
"248","21449","1"
"346","18415","1"
"346","18416","1"
"162","2800","1"
"372","5366","2"
"1985","33146","1"
"877","1959","2"
"749","5928","2"
"143","1495","1"
"37","13467","1"
"828","3482","1"
"261","3855","1"
"140","502","2"
"73","5569","1"
"810","1629","1"
"414","4693","1"
"26","147","2"
"119","1158","1"
"1803","36386","1"
"2562","15273","2"
"620","5569","1"
"133","948","1"
"80","2372","2"
"144","2333","1"
"81","2122","1"
"4430","17551","1"
"133","4540","1"
"469","2067","1"
"198","239","1"
"1513","35867","1"
"370","1410","1"
"561","11780","1"
"868","2264","1"
"225","253","1"
"33","6830","1"
"143","24742","1"
"2502","3620","1"
"878","1959","1"
"253","1034","1"
"617","3149","1"
"735","5267","1"
"211","1730","1"
"425","1472","2"
"102","2368","1"
"68","7770","1"
"1194","36386","1"
"39","27977","1"
"84","1158","1"
"842","3086","1"
"829","3489","1"
"840","3150","1"
"896","1415","1"
"540","12452","1"
"17","28665","1"
"17","28664","1"
"414","16355","1"
"4605","8867","1"
"868","2289","1"
"278","279","3"
"703","7396","1"
"279","1245","1"
"142","1579","1"
"180","617","1"
"540","12463","1"
"218","22068","1"
"150","22410","1"
"28","372","4"
"865","2392","1"
"10","2333","1"
"650","9059","1"
"80","6830","1"
"2026","31380","1"
"65","1997","2"
"51","19117","1"
"60","326","3"
"139","4605","2"
"840","3176","1"
"241","425","2"
"708","5317","1"
"80","3086","1"
"253","467","1"
"216","370","1"
"80","1091","1"
"2333","2336","1"
"96","370","1"
"372","5758","1"
"469","3512","1"
"2372","3086","2"
"881","1917","1"
"496","13853","1"
"147","8202","2"
"131","6449","1"
"802","4370","1"
"753","5890","1"
"476","14477","1"
"4605","17551","1"
"459","15004","1"
"89","1502","1"
"603","1899","1"
"905","1184","1"
"119","6830","1"
"2","29179","1"
"620","5366","1"
"51","1097","2"
"147","1467","1"
"617","5267","1"
"496","1467","1"
"147","1899","1"
"89","154","2"
"162","21526","2"
"881","1939","1"
"126","25344","1"
"119","810","1"
"895","1508","1"
"881","1943","1"
"476","5721","1"
"84","8316","1"
"133","6989","2"
"141","6932","1"
"149","4540","1"
"123","471","1"
"4973","6170","1"
"4882","8992","1"
"431","5317","1"
"890","1674","1"
"14","1803","1"
"864","2482","1"
"902","1305","1"
"476","14512","1"
"602","10607","1"
"773","5307","1"
"810","1158","1"
"248","469","2"
"16854","31087","1"
"16854","31088","1"
"14","12910","1"
"6830","8159","1"
"896","1501","1"
"4980","5970","1"
"373","3855","1"
"27","948","1"
"119","2372","2"
"745","6187","1"
"131","8202","1"
"200","506","1"
"147","24728","1"
"842","3184","2"
"241","3095","1"
"809","4209","1"
"80","1158","1"
"372","7318","1"
"186","7772","1"
"1899","35959","1"
"1899","35960","1"
"31","603","1"
"31","2683","1"
"601","1074","1"
"96","1790","2"
"6396","20490","1"
"147","24742","1"
"20","7770","1"
"27","3039","1"
"412","2502","1"
"372","17771","1"
"141","180","1"
"80","3389","1"
"905","1251","1"
"28","2333","1"
"133","22410","1"
"33","3086","1"
"131","496","1"
"586","11145","1"
"156","5366","1"
"133","9965","1"
"191","2072","6"
"10","5569","1"
"776","1074","1"
"150","357","2"
"90","1997","1"
"6324","29883","2"
"323","1729","1"
"126","12535","1"
"164","2502","1"
"758","5825","1"
"881","2013","1"
"869","2385","2"
"650","9176","1"
"650","9177","1"
"773","5365","1"
"840","3283","2"
"225","1034","1"
"773","5368","1"
"856","2796","1"
"149","24714","1"
"1899","8271","1"
"73","1194","1"
"343","367","1"
"877","2150","1"
"6827","14308","3"
"144","5569","1"
"154","476","1"
"543","1630","1"
"810","1457","1"
"753","6000","1"
"889","1785","1"
"91","3088","1"
"775","5321","1"
"840","3306","1"
"640","3067","1"
"905","1294","1"
"200","8954","1"
"150","24701","1"
"217","1097","1"
"119","3086","1"
"60","5758","1"
"459","15126","1"
"620","1091","1"
"415","3612","3"
"2928","4126","1"
"267","8202","2"
"80","84","1"
"771","995","1"
"2289","9233","1"
"162","470","1"
"89","1629","1"
"73","5366","1"
"278","1245","3"
"26","2683","1"
"119","25679","1"
"154","3067","1"
"889","1811","1"
"140","941","2"
"37","2800","1"
"491","2371","1"
"10","1803","1"
"502","13813","1"
"592","11024","1"
"4540","6989","1"
"431","617","1"
"640","3434","1"
"367","425","1"
"80","5786","1"
"866","2536","1"
"672","8550","1"
"60","496","1"
"2948","3533","1"
"357","18318","1"
"60","1421","1"
"1729","22410","1"
"141","708","1"
"326","948","1"
"37","278","3"
"37","279","1"
"120","3095","1"
"617","5317","1"
"865","2580","1"
"706","7510","1"
"366","3855","1"
"383","1054","1"
"506","1932","1"
"370","539","1"
"620","10181","1"
"155","1806","1"
"96","5721","1"
"279","2800","1"
"150","6989","1"
"94","5786","1"
"725","6932","2"
"372","5786","1"
"96","3855","1"
"154","5721","1"
"905","1356","1"
"601","770","1"
"506","1007","1"
"144","1730","1"
"357","770","2"
"758","5918","1"
"120","721","1"
"601","776","1"
"895","1674","1"
"37","1245","1"
"144","4656","1"
"267","5569","1"
"147","776","1"
"200","1488","1"
"774","871","1"
"598","1018","1"
"4209","30020","2"
"1932","7106","1"
"82","2134","1"
"758","2611","1"
"539","7772","1"
"8202","8394","1"
"6833","14218","1"
"357","601","2"
"191","2193","1"
"18","2082","1"
"810","4327","1"
"91","8281","1"
"598","10901","1"
"25","28664","1"
"335","19056","1"
"133","25319","1"
"25","28665","1"
"868","2536","1"
"147","357","2"
"4216","29816","1"
"2760","9423","1"
"51","1532","1"
"14","29015","1"
"628","9982","1"
"539","5721","1"
"82","3039","1"
"708","2455","1"
"28","620","2"
"620","1457","1"
"51","145","1"
"2489","7103","1"
"76","5366","1"
"620","1194","1"
"522","11793","1"
"139","176","1"
"186","476","1"
"366","1097","1"
"143","721","1"
"28","156","1"
"139","8867","2"
"431","706","1"
"745","6373","1"
"431","708","1"
"147","603","1"
"53","800","1"
"491","556","1"
"558","2022","1"
"2072","7125","1"
"3686","22410","1"
"94","1809","1"
"709","943","1"
"140","2772","2"
"548","12491","1"
"548","12492","1"
"421","1030","2"
"225","771","1"
"171","3067","1"
"253","3686","1"
"268","21177","1"
"840","3446","3"
"162","1245","1"
"153","24742","1"
"6084","37193","1"
"4141","6085","1"
"839","3482","1"
"123","25679","1"
"883","2120","1"
"60","373","1"
"51","1579","1"
"2750","9782","1"
"770","776","1"
"166","262","1"
"894","1785","1"
"709","735","1"
"33","2372","2"
"656","9166","1"
"2769","9200","1"
"372","952","1"
"866","2659","1"
"131","25444","1"
"84","2372","2"
"2810","7934","1"
"706","1068","2"
"470","1245","1"
"431","2455","1"
"9931","36290","1"
"9931","36291","1"
"119","25825","1"
"119","25826","1"
"119","25827","1"
"119","25828","1"
"176","9697","1"
"84","119","1"
"263","3031","1"
"68","27413","2"
"12","29150","1"
"12","29151","1"
"370","476","1"
"894","1811","1"
"628","2918","1"
"685","8292","1"
"51","217","1"
"267","3486","1"
"487","14433","1"
"487","14434","1"
"774","5538","1"
"31","8271","1"
"89","2022","1"
"840","3495","1"
"346","7932","1"
"721","2530","1"
"921","987","1"
"414","952","1"
"7039","7939","1"
"921","990","3"
"9931","29660","1"
"123","25730","1"
"33","80","1"
"2455","9931","1"
"620","7770","1"
"1945","13467","1"
"33","84","1"
"836","3633","1"
"27","3288","1"
"131","25490","1"
"667","8875","1"
"76","21526","2"
"3434","27376","1"
"141","431","1"
"470","1945","1"
"28","1194","1"
"921","1007","4"
"4656","16295","1"
"5366","36386","1"
"84","3086","1"
"133","7103","3"
"180","2455","1"
"145","979","3"
"51","1419","2"
"617","709","1"
"491","1143","1"
"564","12084","1"
"147","1141","1"
"367","18193","1"
"27","1004","1"
"73","2333","1"
"200","1007","5"
"267","5366","1"
"147","1798","1"
"498","935","2"
"14","29143","1"
"263","3470","1"
"586","11413","1"
"2466","18669","1"
"94","26667","1"
"602","10917","1"
"82","935","2"
"924","940","1"
"119","1143","1"
"27","1488","1"
"142","1532","2"
"80","1457","1"
"520","13469","1"
"899","1721","3"
"69","27452","1"
"279","20942","1"
"2067","2611","1"
"14","1194","1"
"150","1074","1"
"195","23551","1"
"706","1495","1"
"372","7770","1"
"150","1729","1"
"3088","36024","1"
"753","6258","1"
"40","16272","1"
"617","885","1"
"810","4494","1"
"779","896","1"
"80","98","1"
"165","8202","1"
"840","3568","1"
"33","1091","1"
"597","11103","1"
"162","279","1"
"155","276","1"
"491","3067","1"
"119","8159","1"
"27","98","1"
"91","5267","1"
"133","2489","1"
"372","2333","2"
"809","4540","1"
"431","9931","1"
"920","1101","1"
"279","470","1"
"154","1629","1"
"164","17637","1"
"149","253","2"
"149","3686","1"
"2419","11263","1"
"706","956","1"
"896","1853","2"
"498","14192","1"
"131","145","1"
"195","367","1"
"502","11793","1"
"235","3434","1"
"81","4546","1"
"922","1054","1"
"98","948","1"
"276","8202","2"
"267","5786","1"
"33","8316","1"
"158","24743","1"
"2535","16593","1"
"706","7756","1"
"856","3108","1"
"2656","12845","1"
"479","14796","1"
"28","14073","1"
"195","5267","1"
"25039","36131","1"
"810","4540","1"
"144","211","2"
"139","367","1"
"2847","6932","2"
"921","1103","1"
"890","2065","1"
"14","29221","1"
"418","16699","1"
"520","7543","1"
"10796","22663","1"
"60","539","1"
"216","3855","1"
"191","521","4"
"755","6258","1"
"162","13467","1"
"311","521","1"
"2502","17637","1"
"751","6386","1"
"5721","36045","1"
"180","218","1"
"200","10750","1"
"366","370","1"
"412","2872","1"
"707","7756","1"
"747","6517","1"
"896","1899","1"
"2731","10550","1"
"728","7109","1"
"802","4815","1"
"877","2489","20"
"703","7887","1"
"431","16317","1"
"9068","10718","1"
"156","1194","1"
"924","1040","1"
"926","979","3"
"261","3067","1"
"617","2810","1"
"251","2797","1"
"147","601","1"
"840","3650","1"
"6926","11593","1"
"921","1141","1"
"921","1142","1"
"921","1143","3"
"921","1144","2"
"926","987","1"
"770","1074","1"
"144","25228","2"
"28","1803","1"
"227","22663","1"
"77","5786","1"
"372","18170","1"
"372","18171","1"
"556","1143","1"
"2797","5294","1"
"68","3067","1"
"180","9931","1"
"1809","17637","1"
"5317","36290","1"
"5317","36291","1"
"80","8316","1"
"84","1457","1"
"154","186","1"
"51","1798","1"
"749","6496","1"
"2877","6065","4"
"871","2716","1"
"924","1074","1"
"357","1074","2"
"2471","18655","1"
"2471","18656","1"
"2471","18657","1"
"2471","18658","1"
"372","18192","1"
"372","18193","1"
"840","3686","1"
"180","2202","1"
"171","556","1"
"749","6504","1"
"753","6386","1"
"921","1180","2"
"617","735","1"
"25039","36128","1"
"410","3329","1"
"2371","3434","1"
"2887","5775","2"
"749","6517","1"
"646","9711","1"
"99","26667","1"
"33","276","1"
"842","3639","1"
"678","8723","1"
"706","3486","1"
"2872","3620","1"
"25039","37193","1"
"267","763","2"
"156","2333","1"
"133","200","1"
"1007","36573","1"
"196","1729","1"
"902","1789","1"
"139","912","2"
"60","1097","1"
"502","14192","1"
"94","276","1"
"235","2371","1"
"868","896","1"
"828","4090","1"
"828","4091","1"
"828","4092","1"
"828","4093","1"
"828","4094","1"
"828","4095","1"
"828","4096","1"
"828","4097","1"
"912","1494","1"
"267","21487","1"
"267","21488","1"
"76","27413","2"
"779","868","1"
"871","2770","1"
"896","1996","1"
"23137","33421","1"
"540","13034","1"
"735","885","1"
"2502","2872","1"
"6084","36128","1"
"81","471","1"
"785","5444","3"
"557","12512","1"
"735","2810","1"
"150","601","1"
"94","763","1"
"413","5200","1"
"52","2295","1"
"235","556","1"
"469","713","1"
"141","5317","1"
"924","1145","1"
"131","1419","2"
"263","728","1"
"123","779","1"
"732","7101","1"
"629","10294","1"
"14","2333","1"
"730","7166","1"
"154","1152","1"
"810","4688","1"
"810","4689","1"
"810","4690","1"
"629","10302","1"
"930","972","1"
"1616","36987","1"
"921","1253","1"
"425","520","1"
"164","412","1"
"311","7125","1"
"119","26119","1"
"176","263","1"
"276","751","1"
"131","2530","1"
"91","195","1"
"94","2368","1"
"2750","10100","1"
"692","8363","1"
"602","11154","1"
"0","29816","1"
"218","1532","1"
"164","3620","1"
"930","990","2"
"921","1269","1"
"758","6324","2"
"889","2264","1"
"2336","5366","1"
"123","1259","1"
"200","23626","1"
"171","2371","1"
"98","26775","1"
"13836","32637","1"
"930","1000","1"
"162","278","3"
"143","15669","1"
"735","943","1"
"930","1004","2"
"253","21992","1"
"51","52","2"
"930","1007","2"
"924","1194","1"
"383","9965","1"
"2336","5569","1"
"218","5317","1"
"372","10560","1"
"930","1013","1"
"559","12515","1"
"372","12535","1"
"8977","13700","1"
"123","383","1"
"51","9931","1"
"620","10629","1"
"2372","8159","2"
"539","1052","1"
"1853","37125","1"
"51","2847","1"
"896","2072","1"
"235","3067","1"
"335","10560","1"
"4693","7318","1"
"147","770","1"
"156","1803","1"
"469","13836","1"
"27376","28708","1"
"142","6932","1"
"621","10612","1"
"894","2150","1"
"930","1035","1"
"728","3470","1"
"94","17637","1"
"186","1097","2"
"141","2278","4"
"76","5569","1"
"921","1320","1"
"13","28194","1"
"28","5569","1"
"1152","36045","1"
"18533","36131","1"
"930","1046","1"
"18533","36133","1"
"155","763","1"
"6830","8316","1"
"171","1143","1"
"824","2797","1"
"924","1238","1"
"51","8202","1"
"60","7318","1"
"8292","34977","1"
"520","3470","1"
"754","6513","1"
"2710","11413","1"
"17318","17319","1"
"767","6113","1"
"1990","33736","1"
"216","405","1"
"18533","37193","1"
"154","810","1"
"889","2336","1"
"73","372","2"
"133","1021","1"
"164","1809","1"
"6084","36133","1"
"251","1004","1"
"372","414","1"
"145","8202","1"
"556","2371","1"
"89","810","3"
"14","13000","1"
"349","2797","1"
"13","25039","1"
"829","4209","2"
"65","164","1"
"14","73","5"
"13","10398","1"
"774","5918","1"
"774","5919","1"
"53","8768","1"
"1074","36732","1"
"892","2264","1"
"633","10294","1"
"20","14073","1"
"2333","5366","1"
"2949","4037","1"
"5012","5621","1"
"165","276","1"
"4971","6894","1"
"262","687","1"
"633","10302","1"
"471","2122","1"
"136","735","1"
"3486","37003","1"
"154","1502","1"
"133","1054","2"
"119","2371","1"
"519","13843","1"
"519","13844","1"
"123","2468","2"
"787","5538","1"
"482","629","1"
"817","1370","1"
"383","2489","1"
"200","948","1"
"709","2810","1"
"147","1074","1"
"493","14659","1"
"493","14660","1"
"569","12305","1"
"2948","4093","1"
"145","1798","1"
"372","18415","1"
"372","18416","1"
"251","22167","1"
"149","1021","1"
"98","1488","2"
"520","629","1"
"360","18793","1"
"118","871","1"
"809","4876","1"
"235","1143","1"
"544","13093","1"
"81","186","1"
"935","974","1"
"800","5160","1"
"6907","12452","1"
"924","1318","4"
"218","2295","1"
"141","617","1"
"502","10398","1"
"119","171","1"
"28","896","1"
"143","2530","1"
"926","1263","1"
"60","9965","1"
"69","7932","1"
"270","692","1"
"930","1143","1"
"195","709","1"
"2122","2468","1"
"119","3067","1"
"777","5890","3"
"894","2264","1"
"878","2760","1"
"491","3434","1"
"150","1021","1"
"930","1152","1"
"51","1141","1"
"367","3031","2"
"7081","7082","1"
"7081","7083","1"
"7081","7084","1"
"399","17619","1"
"33","763","1"
"150","809","1"
"4973","6894","1"
"935","1007","1"
"14","156","7"
"930","1164","1"
"12","1420","1"
"141","2620","1"
"434","16543","1"
"573","607","1"
"13","3031","1"
"28","2336","1"
"519","13912","1"
"154","25228","2"
"881","2637","1"
"709","885","1"
"1502","36889","2"
"923","1393","1"
"18533","36128","1"
"372","521","1"
"18533","36130","1"
"620","779","1"
"425","3470","1"
"894","2277","1"
"139","728","1"
"920","1494","1"
"540","13275","1"
"522","6084","1"
"7082","7083","1"
"7082","7084","1"
"469","15479","1"
"621","10763","1"
"709","5267","1"
"4125","17643","1"
"956","37003","1"
"786","5658","1"
"276","763","1"
"96","27050","1"
"155","8202","1"
"11793","36133","1"
"520","3031","1"
"469","1630","1"
"745","6936","1"
"725","7557","1"
"725","7558","1"
"1630","32637","1"
"725","7560","1"
"725","7561","1"
"725","7562","1"
"930","1208","2"
"871","3038","1"
"905","1982","1"
"91","885","1"
"595","11587","1"
"80","27563","1"
"216","7772","1"
"592","1682","1"
"13","482","1"
"1729","34234","1"
"251","16272","1"
"7083","7084","1"
"894","2336","2"
"520","728","1"
"599","11480","1"
"520","13932","1"
"868","3146","1"
"937","1002","1"
"171","3434","1"
"896","2278","1"
"7772","36045","1"
"810","4939","1"
"6084","28194","1"
"76","8202","1"
"896","2286","1"
"11793","37193","1"
"896","2288","1"
"14","29630","1"
"191","7125","1"
"123","1054","2"
"123","9965","1"
"13","263","1"
"921","1519","1"
"176","1179","1"
"150","3686","1"
"218","1579","1"
"142","19117","1"
"728","1179","1"
"143","1112","2"
"200","1932","1"
"60","7103","1"
"6084","36130","1"
"235","640","1"
"267","276","2"
"702","8320","1"
"118","774","1"
"2770","9750","1"
"923","1472","1"
"842","3983","1"
"51","776","2"
"940","948","1"
"935","1104","1"
"825","4514","3"
"133","8202","1"
"930","1262","1"
"14","5569","1"
"51","2178","1"
"91","709","1"
"940","956","2"
"629","728","1"
"195","617","1"
"839","4090","1"
"839","4091","1"
"839","4092","1"
"839","4093","1"
"839","4094","1"
"839","4095","1"
"839","4096","1"
"839","4097","1"
"425","1179","1"
"725","7630","1"
"751","6827","5"
"14","5366","1"
"894","2391","2"
"903","2119","2"
"881","2801","1"
"25517","25519","2"
"360","810","1"
"25517","25518","2"
"521","12535","1"
"357","19036","1"
"940","979","1"
"902","2157","1"
"91","735","1"
"930","1292","1"
"930","1293","1"
"937","1076","2"
"905","2067","1"
"924","1482","3"
"924","1483","1"
"728","7560","1"
"728","7561","1"
"728","7562","1"
"620","10911","2"
"558","2103","1"
"940","987","1"
"164","25035","1"
"930","1305","1"
"149","6989","1"
"98","8954","1"
"139","629","1"
"410","776","1"
"154","166","1"
"266","367","1"
"235","491","1"
"144","25679","1"
"908","1996","1"
"5038","5039","1"
"5038","5040","1"
"935","1159","1"
"25518","25519","1"
"20","29523","1"
"134","25996","3"
"134","25997","1"
"469","8827","1"
"930","1323","2"
"20","29524","1"
"276","17134","1"
"126","372","1"
"412","1809","1"
"166","3067","2"
"640","728","1"
"166","261","1"
"502","6084","1"
"91","2810","1"
"905","2108","1"
"895","2419","1"
"746","7039","1"
"767","6386","1"
"629","2918","1"
"800","5368","1"
"912","1896","1"
"311","2193","1"
"40","251","2"
"73","1803","1"
"28","144","1"
"2716","11514","1"
"176","629","1"
"940","1036","1"
"5039","5040","1"
"943","945","1"
"2649","13593","1"
"940","1040","1"
"777","6094","2"
"69","3067","1"
"216","5721","1"
"144","13000","1"
"253","1021","1"
"176","640","1"
"935","1202","1"
"25039","36133","1"
"824","4540","1"
"4540","20456","1"
"26","1419","1"
"57","1629","1"
"482","3470","1"
"703","8401","1"
"703","8402","1"
"703","8403","1"
"703","8404","1"
"703","8405","1"
"703","8406","2"
"703","8407","2"
"191","10750","1"
"905","2147","1"
"123","26389","1"
"51","22068","1"
"539","13490","1"
"905","2150","1"
"746","7081","1"
"746","7082","1"
"746","7083","1"
"746","7084","1"
"846","3982","1"
"2933","4815","1"
"141","1532","1"
"943","981","1"
"145","13000","1"
"8271","35959","1"
"629","10718","1"
"558","12910","1"
"423","7515","1"
"8271","35960","1"
"773","6258","1"
"2134","3039","1"
"2813","8556","1"
"935","1239","1"
"13","176","3"
"491","640","1"
"60","2489","1"
"930","1398","1"
"455","16123","1"
"6084","18533","1"
"896","2455","1"
"680","9152","1"
"4973","7141","1"
"930","1404","1"
"943","999","1"
"800","5436","1"
"349","4540","1"
"561","12844","2"
"687","1316","1"
"2907","5659","1"
"2760","10217","1"
"133","26119","1"
"204","266","1"
"274","840","1"
"921","1694","1"
"885","2810","1"
"176","3470","1"
"218","270","2"
"155","25444","1"
"629","10750","1"
"171","640","1"
"640","3031","1"
"253","22410","1"
"143","1068","1"
"728","3031","1"
"601","11625","1"
"1630","31568","1"
"10560","13000","1"
"753","6916","1"
"751","763","1"
"865","3446","1"
"2985","3263","1"
"451","10611","1"
"225","284","2"
"8550","27359","1"
"123","4717","1"
"608","11419","1"
"76","27912","1"
"755","6863","1"
"451","713","1"
"267","11263","1"
"4280","28664","1"
"4280","28665","1"
"2801","8979","1"
"946","948","1"
"2815","8547","1"
"2815","8548","1"
"2815","8549","1"
"921","1728","2"
"2815","8551","1"
"2815","8552","1"
"2815","8553","1"
"2815","8554","1"
"2815","8555","1"
"2815","8556","1"
"7039","8675","1"
"7039","8676","1"
"7039","8677","1"
"2815","8550","1"
"156","25444","1"
"940","1145","3"
"51","28710","2"
"930","1453","1"
"8867","17551","1"
"293","21202","1"
"940","1135","2"
"836","4371","1"
"940","1158","1"
"940","1159","1"
"17105","24330","1"
"629","10796","1"
"204","1823","1"
"546","6936","1"
"123","7770","1"
"156","5569","1"
"123","1293","1"
"419","17318","1"
"419","17319","1"
"4540","13738","1"
"263","629","1"
"267","2333","1"
"216","2295","1"
"476","2354","1"
"133","26191","1"
"83","27742","1"
"83","27743","1"
"94","2872","1"
"346","9152","1"
"125","2791","1"
"147","787","1"
"755","6916","1"
"164","2872","1"
"171","491","1"
"279","1575","1"
"420","17134","1"
"216","1052","1"
"930","1497","1"
"346","687","2"
"91","943","1"
"2419","3486","1"
"640","3470","1"
"2","1590","1"
"790","5843","1"
"238","801","1"
"896","2559","1"
"2","871","1"
"68","499","1"
"253","4540","1"
"640","2371","1"
"33","8202","1"
"13","11793","1"
"141","25971","1"
"119","776","1"
"471","4717","1"
"14","21526","2"
"735","1996","1"
"948","959","4"
"2825","4988","1"
"15153","19358","1"
"629","3470","1"
"921","1800","2"
"146","25825","1"
"146","25827","1"
"146","25828","1"
"146","25826","1"
"687","9059","1"
"937","1304","1"
"758","6854","1"
"1590","31380","1"
"6084","10398","1"
"2595","5156","1"
"2810","8788","1"
"467","486","2"
"81","123","1"
"216","9641","1"
"2489","9965","1"
"485","1637","1"
"69","499","1"
"520","14249","2"
"266","1823","1"
"921","1820","1"
"5569","36386","1"
"142","25971","1"
"633","10750","1"
"144","486","2"
"617","10469","1"
"68","14073","1"
"577","12491","1"
"577","12492","1"
"920","1860","1"
"774","6386","1"
"68","779","1"
"865","3568","1"
"940","1238","1"
"139","425","1"
"856","3850","1"
"656","10051","1"
"180","24808","1"
"656","10053","1"
"180","24810","1"
"774","6396","1"
"180","24809","1"
"180","24807","1"
"948","1006","4"
